episode_id,failure_mode,service,source,elapsed_s,timestamp,active_connections,cache_hit_rate,cache_miss_rate,circuit_breaker_state,cpu_saturation,cpu_utilization,db_connection_pool,db_connection_wait,db_p99,disk_read_latency,disk_write_latency,error_rate,gc_pause_p99,heap_mb,http_4xx_rate,http_5xx_rate,iops_utilization,memory_utilization,network_errors,p50_latency,p95_latency,p99_latency,queue_lag,retry_count_per_request,rps,thread_pool_queue,upstream_timeout_rate
live_ep_000025_NONE,NONE,payment-service,python-simulator,5.0,1785951941.7939398,65,0.9871,0.0129,closed,0.3492,34.92,0.309,1.56,20.56,3.41,6.5,0.0148,2.08,501.1,0.0013,0.0,0.2544,0.2136,0,81.45,109.18,116.57,9,0.0066,178.04,3,0.0045
live_ep_000025_NONE,NONE,payment-service,python-simulator,5.5,1785951942.2940009,107,0.925,0.075,closed,0.2834,28.34,0.2519,7.31,32.07,11.06,5.51,0.0079,37.81,534.9,0.0037,0.0022,0.231,0.2863,0,95.13,122.48,126.42,10,0.0004,194.35,11,0.0085
live_ep_000025_NONE,NONE,payment-service,python-simulator,6.0,1785951942.7944105,75,0.9846,0.0154,closed,0.3679,36.79,0.4645,1.13,24.85,4.6,7.25,0.0205,2.55,510.8,0.0119,0.0025,0.2795,0.2719,2,99.25,117.23,131.3,14,0.0345,214.41,3,0.0066
live_ep_000025_NONE,NONE,payment-service,python-simulator,6.5,1785951943.2949183,51,0.9889,0.0111,closed,0.3332,33.32,0.302,6.21,20.34,7.37,6.75,0.0101,10.66,500.6,0.0063,0.0037,0.2897,0.2543,4,84.25,105.85,116.48,19,0.0246,198.06,2,0.0003
live_ep_000025_NONE,NONE,payment-service,python-simulator,7.0,1785951943.79503,93,0.9784,0.0216,closed,0.3903,39.03,0.3428,7.4,21.94,3.65,3.05,0.0011,34.12,480.9,0.0004,0.0019,0.2902,0.1937,1,108.38,111.66,114.68,6,0.1,208.76,5,0.0039
live_ep_000025_NONE,NONE,payment-service,python-simulator,7.5,1785951944.2952492,48,0.9576,0.0424,closed,0.4004,40.04,0.3727,3.36,13.83,5.17,7.17,0.0038,40.04,449.1,0.0025,0.0018,0.178,0.2169,3,87.04,108.57,110.79,6,0.0269,207.5,3,0.0043
live_ep_000025_NONE,NONE,payment-service,python-simulator,8.0,1785951944.7956932,85,0.9483,0.0517,closed,0.2917,29.17,0.4048,5.34,23.29,3.47,5.72,0.0028,45.4,513.6,0.0001,0.0001,0.252,0.2535,0,96.16,112.54,127.23,9,0.0067,212.1,1,0.001
live_ep_000025_NONE,NONE,payment-service,python-simulator,8.5,1785951945.2960813,36,0.9432,0.0568,closed,0.3738,37.38,0.4018,26.02,23.37,3.05,4.09,0.0103,7.24,514.6,0.001,0.0001,0.2681,0.1952,3,95.47,113.77,115.91,2,0.0363,212.32,7,0.011
live_ep_000025_NONE,NONE,payment-service,python-simulator,9.0,1785951945.7964365,68,0.88,0.12,closed,0.4402,44.02,0.3234,9.55,16.51,4.74,5.75,0.0109,42.67,500.9,0.0035,0.0014,0.3287,0.2061,1,91.4,96.29,128.85,11,0.0482,235.2,6,0.0037
live_ep_000025_NONE,NONE,payment-service,python-simulator,9.5,1785951946.2967017,109,0.9515,0.0485,closed,0.299,29.9,0.2515,3.94,18.79,4.14,3.46,0.0045,10.91,521.6,0.0004,0.0001,0.212,0.209,4,96.55,99.82,107.54,9,0.0289,191.9,3,0.0004
live_ep_000025_NONE,NONE,payment-service,python-simulator,10.0,1785951946.797284,107,0.9389,0.0611,closed,0.3789,37.89,0.4008,15.77,20.74,9.36,6.23,0.0136,12.38,563.4,0.0177,0.0055,0.2705,0.346,0,86.45,113.11,118.7,18,0.0152,226.91,8,0.0096
live_ep_000025_NONE,NONE,payment-service,python-simulator,10.5,1785951947.2977977,109,0.9754,0.0246,closed,0.372,37.2,0.3515,3.77,40.93,4.42,6.44,0.0249,12.13,494.5,0.0029,0.0045,0.306,0.2586,4,82.94,99.17,112.29,16,0.0081,233.99,2,0.0009
live_ep_000025_NONE,NONE,payment-service,python-simulator,11.0,1785951947.798042,110,0.9899,0.0101,closed,0.3574,35.74,0.351,7.77,21.0,7.08,13.3,0.0039,18.34,520.7,0.0012,0.0012,0.2621,0.2501,2,83.08,95.17,118.13,18,0.0784,195.08,3,0.002
live_ep_000025_NONE,NONE,payment-service,python-simulator,11.5,1785951948.2982981,57,0.963,0.037,closed,0.43,43.0,0.317,1.87,30.93,6.71,6.21,0.0072,12.9,509.8,0.0056,0.0044,0.1682,0.1925,0,82.37,110.9,149.19,9,0.022,200.68,4,0.0158
live_ep_000025_NONE,NONE,payment-service,python-simulator,12.0,1785951948.79846,95,0.9771,0.0229,closed,0.3576,35.76,0.2624,1.24,35.79,2.15,6.02,0.011,12.24,495.7,0.0028,0.0006,0.1484,0.2368,1,81.41,84.89,97.89,6,0.0138,198.22,4,0.0066
live_ep_000025_NONE,NONE,payment-service,python-simulator,12.5,1785951949.2988343,48,0.9656,0.0344,closed,0.272,27.2,0.233,8.59,16.56,4.89,8.88,0.0182,16.65,500.2,0.003,0.0026,0.2623,0.2841,3,104.57,112.16,113.22,13,0.0265,248.6,10,0.0072
live_ep_000025_NONE,NONE,payment-service,python-simulator,13.0,1785951949.798881,67,0.9898,0.0102,closed,0.3132,31.32,0.3037,5.24,12.42,5.61,4.94,0.0084,12.03,512.1,0.0129,0.0006,0.3951,0.2548,0,100.87,100.62,99.63,10,0.1,208.16,5,0.0019
live_ep_000025_NONE,NONE,payment-service,python-simulator,13.5,1785951950.2990668,44,0.9716,0.0284,closed,0.3447,34.47,0.3045,4.7,22.17,6.41,13.41,0.0057,27.9,543.1,0.0015,0.0007,0.2396,0.2741,0,89.26,109.0,121.08,12,0.0116,178.99,6,0.0168
live_ep_000025_NONE,NONE,payment-service,python-simulator,14.0,1785951950.7993195,119,0.99,0.01,closed,0.3786,37.86,0.3353,2.83,27.31,3.66,5.83,0.0105,6.49,526.2,0.0021,0.0097,0.2336,0.2906,0,95.68,134.1,138.27,4,0.0029,202.78,12,0.0018
live_ep_000025_NONE,NONE,payment-service,python-simulator,14.5,1785951951.299635,33,0.9473,0.0527,closed,0.3164,31.64,0.378,5.89,14.13,4.68,5.41,0.0136,2.0,497.1,0.0009,0.0006,0.309,0.2601,0,77.28,137.67,143.04,17,0.0356,213.74,2,0.0042
live_ep_000025_NONE,NONE,payment-service,python-simulator,15.0,1785951951.799861,59,0.9037,0.0963,closed,0.3112,31.12,0.3655,0.5,18.4,3.07,7.13,0.0233,41.78,517.2,0.0033,0.0027,0.1776,0.2711,2,90.37,113.82,136.96,0,0.0065,186.37,6,0.002
live_ep_000025_NONE,NONE,payment-service,python-simulator,15.5,1785951952.300158,117,0.9096,0.0904,closed,0.4018,40.18,0.3135,2.09,25.02,2.66,6.57,0.0122,17.7,475.9,0.0033,0.0005,0.2703,0.2703,4,88.09,100.03,127.99,12,0.0579,208.2,0,0.0021
live_ep_000025_NONE,NONE,payment-service,python-simulator,16.0,1785951952.8004293,78,0.99,0.01,closed,0.3134,31.34,0.4388,0.5,38.62,5.69,4.39,0.008,26.54,498.5,0.0006,0.0001,0.2137,0.2421,1,82.06,95.0,109.66,9,0.0368,208.74,5,0.0002
live_ep_000025_NONE,NONE,payment-service,python-simulator,16.5,1785951953.3007572,75,0.9631,0.0369,closed,0.3709,37.09,0.3766,3.73,23.36,9.51,7.32,0.007,5.23,529.0,0.0029,0.0019,0.2771,0.2865,3,91.4,110.77,125.82,4,0.0739,217.03,7,0.0001
live_ep_000025_NONE,NONE,payment-service,python-simulator,17.0,1785951953.8009949,40,0.9398,0.0602,closed,0.3281,32.81,0.4631,0.5,29.85,3.26,5.49,0.0037,5.23,501.4,0.001,0.0004,0.2541,0.1511,1,85.53,90.04,92.25,11,0.0134,169.0,6,0.0085
live_ep_000025_NONE,NONE,payment-service,python-simulator,17.5,1785951954.3014872,34,0.88,0.12,closed,0.3509,35.09,0.2784,1.62,17.0,6.11,5.84,0.0119,9.66,529.9,0.0155,0.001,0.2761,0.2932,4,88.65,91.46,126.86,4,0.013,214.95,12,0.0161
live_ep_000025_NONE,NONE,payment-service,python-simulator,18.0,1785951954.8018155,25,0.9882,0.0118,closed,0.3174,31.74,0.3423,0.5,13.69,4.0,11.48,0.0045,6.43,540.2,0.0029,0.0017,0.2166,0.3016,1,84.55,97.38,98.87,15,0.0493,201.75,6,0.0051
live_ep_000025_NONE,NONE,payment-service,python-simulator,18.5,1785951955.3024585,32,0.9206,0.0794,closed,0.2343,23.43,0.3406,2.88,17.9,2.89,6.47,0.0189,10.3,491.6,0.0049,0.0019,0.353,0.2426,3,83.23,88.53,122.14,5,0.0055,184.71,1,0.004
live_ep_000025_NONE,NONE,payment-service,python-simulator,19.0,1785951955.8028529,94,0.9664,0.0336,closed,0.3519,35.19,0.2856,2.27,21.07,6.12,4.82,0.0014,19.3,506.9,0.0001,0.0008,0.2773,0.2676,3,104.43,120.91,141.55,14,0.002,196.77,8,0.001
live_ep_000025_NONE,NONE,payment-service,python-simulator,19.5,1785951956.3030686,52,0.965,0.035,closed,0.3731,37.31,0.2778,1.44,27.43,3.34,5.07,0.0027,32.06,500.2,0.0029,0.002,0.1185,0.2242,3,68.87,93.17,120.86,18,0.0197,146.03,4,0.0077
live_ep_000025_NONE,NONE,payment-service,python-simulator,20.0,1785951956.8032212,117,0.9811,0.0189,closed,0.3293,32.93,0.3802,1.44,16.92,10.85,4.61,0.0079,2.0,461.1,0.002,0.0004,0.2155,0.1931,4,100.38,107.04,141.19,17,0.0223,196.05,8,0.0021
live_ep_000025_NONE,NONE,payment-service,python-simulator,20.5,1785951957.3035417,32,0.88,0.12,closed,0.2874,28.74,0.4143,4.25,25.62,3.65,3.24,0.0072,50.29,527.2,0.002,0.0022,0.237,0.2312,1,89.57,102.9,137.44,4,0.0133,203.48,9,0.0062
live_ep_000025_NONE,NONE,payment-service,python-simulator,21.0,1785951957.8037417,29,0.9207,0.0793,closed,0.342,34.2,0.3302,1.8,17.96,5.19,5.78,0.0125,8.12,527.9,0.0106,0.0018,0.2501,0.2425,2,94.58,104.28,107.17,2,0.0104,198.65,11,0.0053
live_ep_000025_NONE,NONE,payment-service,python-simulator,21.5,1785951958.3039827,57,0.9661,0.0339,closed,0.3559,35.59,0.3028,0.5,17.42,4.69,8.1,0.0102,16.79,504.4,0.0076,0.0041,0.2216,0.196,3,87.43,92.32,131.12,9,0.0223,202.69,13,0.0003
live_ep_000025_NONE,NONE,payment-service,python-simulator,22.0,1785951958.8044014,82,0.88,0.12,closed,0.4418,44.18,0.3964,9.18,25.97,6.84,5.34,0.0062,16.77,493.9,0.0019,0.0021,0.3607,0.3144,4,87.74,106.92,125.14,3,0.0138,202.92,11,0.0017
live_ep_000025_NONE,NONE,payment-service,python-simulator,22.5,1785951959.3047903,52,0.9609,0.0391,closed,0.2631,26.31,0.1662,5.17,25.45,4.69,5.81,0.011,12.93,507.0,0.0002,0.001,0.2576,0.2247,1,76.18,122.68,135.64,15,0.0034,216.88,14,0.0008
live_ep_000025_NONE,NONE,payment-service,python-simulator,23.0,1785951959.8052905,23,0.99,0.01,closed,0.3399,33.99,0.2479,3.69,20.84,3.97,3.93,0.0171,8.55,524.3,0.0014,0.0008,0.2547,0.2319,0,94.92,96.29,109.46,18,0.0498,228.2,14,0.0037
live_ep_000025_NONE,NONE,payment-service,python-simulator,23.5,1785951960.3055177,60,0.9229,0.0771,closed,0.2859,28.59,0.2944,8.58,20.22,5.25,4.35,0.0078,37.6,498.1,0.0065,0.0019,0.234,0.2223,0,94.72,134.47,141.28,5,0.0013,233.01,1,0.0034
live_ep_000025_NONE,NONE,payment-service,python-simulator,24.0,1785951960.8059983,101,0.9336,0.0664,closed,0.3535,35.35,0.2959,3.01,28.09,7.9,12.46,0.0044,12.37,520.2,0.0017,0.0018,0.1604,0.2141,4,93.14,102.11,114.27,18,0.0589,195.36,1,0.0062
live_ep_000025_NONE,NONE,payment-service,python-simulator,24.5,1785951961.3062184,62,0.9889,0.0111,closed,0.4425,44.25,0.3273,2.02,26.22,6.8,3.24,0.0014,25.74,524.1,0.0081,0.0004,0.2625,0.2929,2,74.34,103.49,109.74,13,0.0037,238.48,4,0.0019
live_ep_000025_NONE,NONE,payment-service,python-simulator,25.0,1785951961.8063295,30,0.88,0.12,closed,0.3661,36.61,0.3619,3.92,16.18,7.9,4.15,0.0177,2.95,513.4,0.0005,0.0025,0.2713,0.2277,2,98.29,101.45,106.87,16,0.0209,154.8,12,0.0145
live_ep_000025_NONE,NONE,payment-service,python-simulator,25.5,1785951962.3067455,23,0.966,0.034,closed,0.365,36.5,0.1968,0.5,16.05,5.46,13.38,0.0033,18.09,502.2,0.0061,0.0001,0.3194,0.2286,0,81.57,89.92,107.4,10,0.0581,200.03,8,0.0185
live_ep_000025_NONE,NONE,payment-service,python-simulator,26.0,1785951962.8068705,98,0.8863,0.1137,closed,0.401,40.1,0.3983,4.86,26.36,5.45,2.71,0.0056,13.73,505.0,0.0061,0.0011,0.2921,0.2819,0,101.98,101.14,100.78,10,0.0648,206.93,3,0.0023
live_ep_000025_NONE,NONE,payment-service,python-simulator,26.5,1785951963.3070645,114,0.9799,0.0201,closed,0.3157,31.57,0.2433,9.13,27.1,3.69,6.71,0.004,60.0,526.7,0.0055,0.0049,0.3243,0.2583,1,88.98,111.44,122.67,4,0.0587,183.89,11,0.001
live_ep_000025_NONE,NONE,payment-service,python-simulator,27.0,1785951963.8072934,108,0.9861,0.0139,closed,0.4187,41.87,0.2791,4.07,19.26,7.25,5.23,0.0108,15.61,511.6,0.0135,0.0006,0.1791,0.2404,4,83.53,99.51,116.39,9,0.011,188.55,7,0.0067
live_ep_000025_NONE,NONE,payment-service,python-simulator,27.5,1785951964.3077602,23,0.9456,0.0544,closed,0.3207,32.07,0.3815,11.52,16.98,3.67,6.16,0.0134,2.21,558.2,0.0073,0.0009,0.2375,0.246,2,90.55,106.66,129.51,6,0.02,238.96,3,0.0054
live_ep_000025_NONE,NONE,payment-service,python-simulator,28.0,1785951964.8080993,50,0.9561,0.0439,closed,0.331,33.1,0.3894,1.57,17.19,6.51,4.7,0.0228,7.46,515.7,0.0023,0.0012,0.3381,0.2123,0,93.43,95.05,115.29,10,0.0095,199.55,9,0.0074
live_ep_000025_NONE,NONE,payment-service,python-simulator,28.5,1785951965.30837,54,0.9498,0.0502,closed,0.372,37.2,0.4241,1.06,24.28,4.88,7.67,0.005,39.16,523.8,0.0051,0.0006,0.2198,0.2815,2,103.59,106.0,111.69,12,0.0099,194.39,3,0.0047
live_ep_000025_NONE,NONE,payment-service,python-simulator,29.0,1785951965.8088567,66,0.9758,0.0242,closed,0.3671,36.71,0.331,8.36,15.25,2.83,4.82,0.0033,12.2,503.1,0.0028,0.0014,0.2741,0.2564,1,101.49,107.43,127.44,10,0.0452,238.65,14,0.0084
live_ep_000025_NONE,NONE,payment-service,python-simulator,29.5,1785951966.3093185,82,0.9668,0.0332,closed,0.3712,37.12,0.5453,0.5,25.35,4.87,7.81,0.0137,18.36,520.6,0.0006,0.0004,0.1967,0.2566,3,75.24,97.0,108.45,14,0.1,209.64,0,0.0014
live_ep_000025_NONE,NONE,payment-service,python-simulator,30.0,1785951966.8096337,110,0.9627,0.0373,closed,0.3816,38.16,0.3437,0.7,36.46,2.87,9.0,0.0041,7.31,493.9,0.0061,0.0008,0.2136,0.2537,4,63.6,109.92,125.88,12,0.0041,171.75,0,0.0017
live_ep_000025_NONE,NONE,payment-service,python-simulator,30.5,1785951967.3100045,75,0.9577,0.0423,closed,0.3373,33.73,0.3872,5.27,16.46,5.12,10.4,0.006,5.6,502.5,0.0036,0.0041,0.2717,0.2081,4,83.71,109.17,109.48,5,0.0517,209.84,0,0.0075
live_ep_000025_NONE,NONE,payment-service,python-simulator,31.0,1785951967.8103237,63,0.99,0.01,closed,0.4131,41.31,0.2792,2.83,18.79,3.19,11.37,0.009,11.57,546.6,0.0029,0.0001,0.2031,0.2954,4,100.85,102.05,111.35,9,0.0455,190.17,4,0.0082
live_ep_000025_NONE,NONE,payment-service,python-simulator,31.5,1785951968.3104877,37,0.99,0.01,closed,0.3485,34.85,0.3829,2.26,14.55,4.44,5.24,0.0061,25.3,533.9,0.0002,0.0006,0.3139,0.2183,3,95.17,98.45,114.31,8,0.0487,212.44,6,0.0022
live_ep_000025_NONE,NONE,payment-service,python-simulator,32.0,1785951968.8106322,60,0.9709,0.0291,closed,0.381,38.1,0.3147,4.2,14.72,4.7,6.21,0.0056,2.62,501.9,0.0019,0.0011,0.2566,0.2709,1,97.78,102.34,106.48,2,0.0179,188.56,9,0.0065
live_ep_000025_NONE,NONE,payment-service,python-simulator,32.5,1785951969.31096,36,0.9765,0.0235,closed,0.4038,40.38,0.4458,3.94,13.46,4.38,9.41,0.0164,19.45,534.8,0.0021,0.0006,0.2478,0.2115,1,96.23,110.69,111.11,0,0.0033,207.41,7,0.0076
live_ep_000025_NONE,NONE,payment-service,python-simulator,33.0,1785951969.8112576,62,0.9433,0.0567,closed,0.3925,39.25,0.4023,0.5,25.62,3.52,13.38,0.0054,2.0,532.4,0.0072,0.0037,0.2528,0.2582,3,87.44,91.32,146.7,0,0.0035,225.87,8,0.0022
live_ep_000025_NONE,NONE,payment-service,python-simulator,33.5,1785951970.3114204,109,0.88,0.12,closed,0.344,34.4,0.4178,12.88,21.17,2.09,7.68,0.0152,53.57,498.4,0.0063,0.0009,0.2858,0.2058,4,92.87,106.04,107.2,13,0.0333,176.22,7,0.0143
live_ep_000025_NONE,NONE,payment-service,python-simulator,34.0,1785951970.811935,81,0.9367,0.0633,closed,0.3619,36.19,0.2758,2.98,47.06,3.71,3.87,0.0071,16.37,484.1,0.0006,0.0007,0.1515,0.2485,4,91.9,100.4,114.4,10,0.1,216.05,11,0.0012
live_ep_000025_NONE,NONE,payment-service,python-simulator,34.5,1785951971.3119783,20,0.9409,0.0591,closed,0.3371,33.71,0.3104,4.04,15.57,3.08,5.94,0.0047,14.1,550.4,0.005,0.0008,0.2565,0.2602,0,78.7,93.58,143.96,14,0.083,242.53,12,0.0059
live_ep_000025_NONE,NONE,payment-service,python-simulator,35.0,1785951971.8122587,56,0.8941,0.1059,closed,0.2982,29.82,0.2258,2.23,19.11,2.59,2.17,0.0014,18.77,525.8,0.0045,0.0036,0.2317,0.2705,2,78.54,79.66,82.12,6,0.0229,183.08,5,0.0003
live_ep_000025_NONE,NONE,payment-service,python-simulator,35.5,1785951972.3127148,56,0.9883,0.0117,closed,0.426,42.6,0.3391,1.92,18.85,9.33,3.93,0.0046,2.26,538.7,0.0037,0.0051,0.297,0.275,3,85.79,82.16,81.76,18,0.0095,193.11,11,0.0001
live_ep_000025_NONE,NONE,payment-service,python-simulator,36.0,1785951972.8129704,119,0.9437,0.0563,closed,0.4013,40.13,0.3524,14.92,24.37,2.63,5.79,0.0071,11.75,502.8,0.0004,0.0012,0.2958,0.2558,0,88.49,96.38,99.59,7,0.1,188.15,3,0.002
live_ep_000025_NONE,NONE,payment-service,python-simulator,36.5,1785951973.3130736,108,0.9803,0.0197,closed,0.3835,38.35,0.398,0.5,21.21,2.77,6.69,0.01,2.0,555.5,0.0068,0.0008,0.3239,0.2463,1,96.73,105.27,105.27,8,0.0654,184.13,7,0.0037
live_ep_000025_NONE,NONE,payment-service,python-simulator,37.0,1785951973.813359,49,0.9456,0.0544,closed,0.3309,33.09,0.3629,9.0,12.6,4.93,4.98,0.0039,10.76,485.3,0.0046,0.0014,0.2342,0.2149,0,98.69,131.55,147.81,0,0.0563,194.77,3,0.0026
live_ep_000025_NONE,NONE,payment-service,python-simulator,37.5,1785951974.3136806,102,0.99,0.01,closed,0.319,31.9,0.2402,4.29,15.11,5.53,7.6,0.0129,2.0,531.4,0.0045,0.0004,0.2582,0.1946,0,95.35,122.31,132.45,14,0.0423,195.14,0,0.0113
live_ep_000025_NONE,NONE,payment-service,python-simulator,38.0,1785951974.8141975,24,0.9554,0.0446,closed,0.2865,28.65,0.3987,1.76,15.31,3.83,8.67,0.0108,12.09,537.3,0.0025,0.0023,0.246,0.2793,1,86.07,92.72,108.4,2,0.1,211.42,12,0.0002
live_ep_000025_NONE,NONE,payment-service,python-simulator,38.5,1785951975.3149168,82,0.9012,0.0988,closed,0.3496,34.96,0.2862,10.49,17.63,4.72,3.87,0.0043,18.98,491.5,0.0086,0.0037,0.278,0.1711,4,88.76,91.1,93.27,13,0.1,160.94,1,0.0005
live_ep_000025_NONE,NONE,payment-service,python-simulator,39.0,1785951975.8152654,71,0.9298,0.0702,closed,0.3929,39.29,0.4769,2.55,13.38,4.41,2.89,0.0001,9.15,519.8,0.0038,0.0012,0.2476,0.2235,4,82.38,92.61,114.42,4,0.0093,202.69,14,0.0079
live_ep_000025_NONE,NONE,payment-service,python-simulator,39.5,1785951976.3153586,52,0.9872,0.0128,closed,0.4591,45.91,0.3116,0.5,14.55,7.72,6.32,0.0094,24.61,505.7,0.0024,0.0006,0.2146,0.2567,1,82.19,96.37,146.58,8,0.0536,194.73,8,0.0123
live_ep_000025_NONE,NONE,payment-service,python-simulator,40.0,1785951976.8154955,54,0.9832,0.0168,closed,0.3489,34.89,0.3575,6.24,18.15,3.86,6.42,0.0047,4.3,519.8,0.0004,0.0017,0.3234,0.2253,4,87.45,113.33,123.4,13,0.0016,203.99,4,0.0071
live_ep_000025_NONE,NONE,payment-service,python-simulator,40.5,1785951977.3157885,74,0.9605,0.0395,closed,0.3247,32.47,0.3158,3.56,15.89,9.98,8.0,0.009,9.47,537.3,0.009,0.0014,0.212,0.2287,3,86.93,91.13,120.33,14,0.0316,188.97,10,0.009
live_ep_000025_NONE,NONE,payment-service,python-simulator,41.0,1785951977.815906,87,0.9442,0.0558,closed,0.3759,37.59,0.4401,1.05,33.46,4.87,6.6,0.0099,60.0,509.3,0.0046,0.0037,0.2988,0.2602,2,96.7,97.12,109.6,5,0.0753,229.91,1,0.0027
live_ep_000025_NONE,NONE,payment-service,python-simulator,41.5,1785951978.3160393,90,0.9436,0.0564,closed,0.301,30.1,0.4333,4.58,18.65,3.25,12.62,0.0169,8.29,497.5,0.0126,0.0043,0.3141,0.3192,2,110.88,118.38,128.49,19,0.0051,195.44,14,0.0095
live_ep_000025_NONE,NONE,payment-service,python-simulator,42.0,1785951978.8161101,31,0.9662,0.0338,closed,0.3329,33.29,0.3431,17.74,14.11,3.66,6.3,0.0086,2.0,493.4,0.0027,0.0001,0.2042,0.2377,0,81.95,97.22,129.28,4,0.0179,196.6,2,0.0203
live_ep_000025_NONE,NONE,payment-service,python-simulator,42.5,1785951979.3163748,67,0.99,0.01,closed,0.2785,27.85,0.3106,1.68,28.12,2.52,6.59,0.0074,7.9,492.8,0.0018,0.004,0.1146,0.2952,3,93.95,102.16,108.93,1,0.0158,211.43,8,0.0094
live_ep_000025_NONE,NONE,payment-service,python-simulator,43.0,1785951979.8166811,43,0.99,0.01,closed,0.3592,35.92,0.3244,2.95,19.7,4.41,6.01,0.0043,4.69,482.5,0.0085,0.0008,0.1789,0.2298,3,87.96,111.66,128.94,3,0.0913,205.42,6,0.0005
live_ep_000025_NONE,NONE,payment-service,python-simulator,43.5,1785951980.3168314,27,0.99,0.01,closed,0.4768,47.68,0.1856,1.44,20.5,7.29,5.24,0.0033,19.98,529.5,0.0017,0.0027,0.1797,0.3054,1,90.37,117.2,135.18,5,0.0034,217.87,7,0.0105
live_ep_000025_NONE,NONE,payment-service,python-simulator,44.0,1785951980.8171918,32,0.8908,0.1092,closed,0.3347,33.47,0.2958,3.76,19.55,3.05,4.56,0.022,3.96,502.7,0.0103,0.0003,0.331,0.2863,3,81.5,114.66,125.48,9,0.0476,202.31,5,0.0052
live_ep_000025_NONE,NONE,payment-service,python-simulator,44.5,1785951981.3176556,101,0.9839,0.0161,closed,0.3176,31.76,0.358,1.89,18.44,2.34,8.87,0.0204,11.29,542.3,0.0012,0.0013,0.2237,0.2582,3,83.81,85.95,107.67,14,0.0328,218.01,5,0.0033
live_ep_000025_NONE,NONE,payment-service,python-simulator,45.0,1785951981.8178256,83,0.9861,0.0139,closed,0.3324,33.24,0.2726,12.85,17.49,3.46,16.8,0.0191,5.96,497.6,0.004,0.0012,0.3685,0.2249,1,86.38,116.09,117.2,15,0.061,211.77,8,0.0007
