episode_id,failure_mode,service,source,elapsed_s,timestamp,active_connections,cache_hit_rate,cache_miss_rate,circuit_breaker_state,cpu_saturation,cpu_utilization,db_connection_pool,db_connection_wait,db_p99,disk_read_latency,disk_write_latency,error_rate,gc_pause_p99,heap_mb,http_4xx_rate,http_5xx_rate,iops_utilization,memory_utilization,network_errors,p50_latency,p95_latency,p99_latency,queue_lag,retry_count_per_request,rps,thread_pool_queue,upstream_timeout_rate
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,8.0,1785925248.0585668,103,0.99,0.01,open,0.3137,31.37,0.313,5.94,12.3,4.4,4.7,0.7455,26.53,483.1,0.2982,0.4473,0.2538,0.2634,17,90.87,100.39,100.72,13,0.2982,194.63,9,0.0017
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,8.5,1785925248.5706265,112,0.88,0.12,open,0.3764,37.64,0.2596,5.41,13.31,3.5,4.07,0.5202,2.0,470.3,0.2081,0.3121,0.3129,0.1895,11,98.23,133.89,136.22,15,0.2081,189.3,11,0.0045
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,9.0,1785925249.0710278,113,0.9576,0.0424,open,0.3033,30.33,0.313,0.64,40.06,4.2,16.26,0.6381,52.48,536.3,0.2552,0.3828,0.2861,0.2205,15,119.38,138.16,144.59,0,0.2552,197.24,7,0.005
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,9.5,1785925249.5713956,40,0.9867,0.0133,open,0.3362,33.62,0.3679,0.8,17.73,4.0,5.58,0.6868,3.21,507.2,0.2747,0.4121,0.2972,0.2225,15,93.39,110.58,161.32,17,0.2747,213.32,10,0.0006
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,10.0,1785925250.0722585,47,0.9857,0.0143,open,0.2858,28.58,0.3339,0.96,18.05,5.24,8.52,0.4895,4.01,536.4,0.1958,0.2937,0.2583,0.2411,12,87.87,116.88,131.0,13,0.1958,212.69,0,0.0045
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,10.5,1785925250.5725079,80,0.927,0.073,open,0.3612,36.12,0.2704,0.5,15.77,6.71,6.24,0.6212,28.13,559.4,0.2485,0.3727,0.3238,0.2746,12,76.25,172.27,172.94,5,0.2485,195.27,1,0.0067
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,11.0,1785925251.072575,28,0.9731,0.0269,open,0.3257,32.57,0.2292,2.24,17.31,3.39,3.02,0.6439,17.76,540.8,0.2576,0.3864,0.1875,0.2314,12,83.14,83.7,148.11,13,0.2576,194.93,5,0.0053
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,11.5,1785925251.5730546,36,0.9152,0.0848,open,0.3494,34.94,0.3928,11.65,21.89,5.52,15.32,0.6532,29.3,533.4,0.2613,0.3919,0.3557,0.2734,14,86.55,111.92,142.8,19,0.2613,192.43,14,0.001
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,12.0,1785925252.0733988,73,0.9888,0.0112,open,0.3535,35.35,0.1686,5.0,18.12,2.88,5.24,0.6633,5.35,492.1,0.2653,0.398,0.2624,0.275,17,89.84,113.35,145.84,15,0.2653,155.53,6,0.0019
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,12.5,1785925252.5739625,112,0.9671,0.0329,open,0.3351,33.51,0.5173,1.12,14.29,3.62,9.97,0.6036,12.35,470.4,0.2414,0.3621,0.1844,0.2265,12,86.79,98.11,155.47,19,0.2414,194.85,13,0.0017
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,13.0,1785925253.0742457,42,0.9861,0.0139,open,0.4258,42.58,0.3912,5.11,22.15,3.28,3.65,0.5598,49.53,514.5,0.2239,0.3359,0.2761,0.2659,15,94.05,108.95,129.62,12,0.2239,189.92,5,0.0019
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,13.5,1785925253.5745993,61,0.9467,0.0533,open,0.3845,38.45,0.5307,5.84,17.81,3.65,8.75,0.544,20.15,516.9,0.2176,0.3264,0.2877,0.2098,12,93.22,125.2,143.02,18,0.2176,233.51,7,0.004
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,14.0,1785925254.074677,23,0.9367,0.0633,open,0.3356,33.56,0.2244,14.86,12.6,3.57,4.81,0.6349,37.03,536.1,0.254,0.381,0.2482,0.2692,12,90.6,104.63,120.38,3,0.254,224.48,5,0.0012
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,14.5,1785925254.575187,58,0.9421,0.0579,open,0.3739,37.39,0.3849,1.74,19.83,3.44,3.68,0.7157,22.9,492.3,0.2863,0.4294,0.3484,0.2335,15,72.09,82.73,120.77,13,0.2863,178.49,3,0.0002
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,15.0,1785925255.0758665,80,0.9426,0.0574,open,0.336,33.6,0.2828,0.5,19.41,4.97,14.74,0.4201,2.64,490.1,0.1681,0.2521,0.1493,0.2737,10,86.86,94.81,149.39,17,0.1681,191.93,13,0.0011
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,15.5,1785925255.576045,99,0.9518,0.0482,open,0.3671,36.71,0.3659,6.67,20.75,2.12,2.07,0.6867,41.21,522.6,0.2747,0.412,0.3116,0.2542,13,84.05,106.27,143.41,4,0.2747,211.74,9,0.0011
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,16.0,1785925256.0764227,67,0.9699,0.0301,half-open,0.2635,26.35,0.3882,6.12,18.27,7.17,5.78,0.3865,19.84,535.3,0.1546,0.2319,0.2797,0.2908,11,80.7,128.49,138.39,7,0.1546,226.13,6,0.0003
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,16.5,1785925256.5766094,89,0.88,0.12,open,0.4376,43.76,0.2956,20.33,17.78,3.5,14.54,0.7327,52.12,489.1,0.2931,0.4396,0.2151,0.222,18,96.7,124.11,132.66,11,0.2931,210.16,9,0.0141
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,17.0,1785925257.0768685,38,0.9795,0.0205,open,0.3151,31.51,0.4007,2.11,29.23,6.3,8.54,0.4415,24.61,514.1,0.1766,0.2649,0.1817,0.2224,12,93.24,132.2,150.11,15,0.1766,232.56,13,0.0012
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,17.5,1785925257.5772626,106,0.9877,0.0123,open,0.3555,35.55,0.3705,1.55,36.18,4.56,6.65,0.623,3.7,515.4,0.2492,0.3738,0.2864,0.2292,13,90.11,143.96,179.5,9,0.2492,177.83,7,0.0078
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,18.0,1785925258.0778098,26,0.99,0.01,open,0.3553,35.53,0.2732,5.88,9.98,5.34,5.83,0.7635,12.0,534.8,0.3054,0.4581,0.237,0.2725,18,91.73,155.22,156.46,7,0.3054,179.75,4,0.0004
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,18.5,1785925258.5779402,83,0.9458,0.0542,open,0.3642,36.42,0.363,4.18,15.55,7.2,3.87,0.624,60.0,551.4,0.2496,0.3744,0.3294,0.2635,12,88.52,112.35,117.41,18,0.2496,218.66,14,0.0064
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,19.0,1785925259.078601,73,0.9868,0.0132,open,0.39,39.0,0.3956,16.95,31.44,4.69,5.52,0.5655,55.54,494.1,0.2262,0.3393,0.2629,0.3094,14,81.74,110.07,175.92,13,0.2262,172.99,6,0.0015
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,19.5,1785925259.5790396,77,0.9608,0.0392,open,0.3528,35.28,0.297,6.93,24.58,3.47,7.68,0.6906,18.75,484.1,0.2762,0.4144,0.2988,0.2257,15,94.39,143.42,173.78,17,0.2762,187.82,6,0.0054
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,20.0,1785925260.0795653,36,0.9586,0.0414,open,0.311,31.1,0.5082,5.75,10.46,5.32,5.24,0.6996,5.94,500.4,0.2798,0.4198,0.3111,0.2006,14,85.16,118.74,144.71,4,0.2798,198.46,13,0.0004
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,20.5,1785925260.5799282,114,0.988,0.012,open,0.3013,30.13,0.322,10.41,19.0,3.49,7.65,0.4689,26.84,520.7,0.1875,0.2813,0.1954,0.3075,10,71.91,159.04,160.98,0,0.1875,192.29,7,0.0001
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,21.0,1785925261.0800638,78,0.9458,0.0542,open,0.4342,43.42,0.4427,5.5,14.59,5.5,4.22,0.4623,22.66,505.2,0.1849,0.2774,0.2873,0.2732,9,97.89,129.85,168.96,17,0.1849,207.45,10,0.0002
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,21.5,1785925261.5812142,91,0.88,0.12,open,0.2709,27.09,0.2961,2.37,17.79,5.42,8.44,0.7495,13.05,486.8,0.2998,0.4497,0.2465,0.191,14,73.49,99.98,155.67,14,0.2998,183.15,5,0.0066
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,22.0,1785925262.0813339,61,0.9764,0.0236,open,0.3441,34.41,0.4319,0.5,24.69,2.6,10.21,0.6357,55.98,494.4,0.2543,0.3814,0.2023,0.2092,12,94.22,123.61,145.89,11,0.2543,241.89,14,0.0266
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,22.5,1785925262.582529,72,0.99,0.01,open,0.3948,39.48,0.3616,9.18,19.12,6.02,5.02,0.6119,5.08,535.5,0.2447,0.3671,0.2489,0.3158,14,87.05,87.28,161.51,5,0.2447,161.92,7,0.0151
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,23.0,1785925263.082997,105,0.88,0.12,open,0.3669,36.69,0.2967,14.6,24.72,4.75,5.98,0.705,2.0,537.4,0.282,0.423,0.2096,0.2717,14,92.56,123.98,136.21,17,0.282,228.07,7,0.0051
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,23.5,1785925263.5831115,74,0.9598,0.0402,open,0.355,35.5,0.4464,8.82,27.12,2.78,5.58,0.6072,12.66,492.6,0.2429,0.3643,0.2135,0.2213,14,87.37,99.48,146.65,1,0.2429,206.44,4,0.0038
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,24.0,1785925264.083353,78,0.9643,0.0357,open,0.3422,34.22,0.3153,14.58,20.47,8.64,4.47,0.7675,9.62,510.9,0.307,0.4605,0.3221,0.2982,19,89.82,155.61,158.98,8,0.307,209.23,8,0.0117
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,24.5,1785925264.5834744,65,0.9275,0.0725,open,0.3835,38.35,0.3485,15.5,35.02,15.94,6.69,0.6893,3.01,540.7,0.2757,0.4136,0.1948,0.2583,13,89.42,121.49,177.03,12,0.2757,207.9,12,0.0031
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,25.0,1785925265.0840147,20,0.88,0.12,open,0.3241,32.41,0.3812,3.69,31.85,4.73,14.15,0.5591,2.0,511.5,0.2237,0.3355,0.2154,0.2156,15,101.8,130.45,136.34,13,0.2237,211.45,10,0.0019
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,25.5,1785925265.5842066,62,0.8969,0.1031,open,0.3074,30.74,0.3304,6.82,16.82,4.24,3.5,0.6154,16.59,507.4,0.2462,0.3692,0.1991,0.2205,15,79.27,115.09,156.21,15,0.2462,172.9,11,0.0009
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,26.0,1785925266.0846915,56,0.88,0.12,open,0.3389,33.89,0.4632,1.13,16.64,2.68,5.79,0.5484,16.73,498.7,0.2193,0.329,0.2154,0.2249,14,94.59,97.07,143.27,5,0.2193,193.68,7,0.0025
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,26.5,1785925266.5848336,61,0.9252,0.0748,open,0.3834,38.34,0.4589,1.32,27.59,6.02,6.01,0.6389,4.67,537.1,0.2555,0.3833,0.1673,0.2838,15,92.79,93.93,100.0,11,0.2555,196.86,8,0.0047
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,27.0,1785925267.0852628,86,0.981,0.019,open,0.3132,31.32,0.3985,2.79,17.36,11.79,6.72,0.5781,4.39,522.2,0.2312,0.3468,0.2345,0.2592,14,75.21,82.32,169.39,1,0.2312,218.45,5,0.0024
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,27.5,1785925267.5865836,23,0.99,0.01,open,0.3111,31.11,0.5908,3.61,17.35,4.93,3.83,0.6578,19.33,503.5,0.2631,0.3947,0.2278,0.2408,15,84.4,129.68,139.43,7,0.2631,176.74,1,0.0011
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,28.0,1785925268.0870988,55,0.9724,0.0276,open,0.4362,43.62,0.4233,5.57,14.69,3.44,6.34,0.4414,9.79,525.4,0.1766,0.2649,0.1839,0.2634,9,93.06,93.96,113.6,11,0.1766,172.14,3,0.0028
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,28.5,1785925268.5874429,84,0.9413,0.0587,open,0.3726,37.26,0.3371,1.03,12.05,2.49,18.78,0.5116,3.44,503.0,0.2047,0.307,0.1279,0.2286,13,97.95,102.26,146.48,19,0.2047,191.76,12,0.005
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,29.0,1785925269.0879757,97,0.9787,0.0213,open,0.3656,36.56,0.339,0.5,16.54,6.28,3.25,0.8,9.46,511.3,0.32,0.48,0.279,0.2728,18,96.94,128.75,137.58,19,0.32,201.76,11,0.0005
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,29.5,1785925269.5881798,78,0.9266,0.0734,open,0.4024,40.24,0.2659,4.79,17.64,6.64,4.61,0.6701,2.0,523.8,0.268,0.4021,0.2437,0.2201,16,85.26,113.08,119.48,16,0.268,207.74,3,0.0048
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,30.0,1785925270.088705,87,0.9869,0.0131,open,0.4179,41.79,0.3043,2.69,14.51,3.78,4.29,0.6644,2.94,512.1,0.2658,0.3986,0.2234,0.1955,17,112.6,135.01,155.35,2,0.2658,177.56,2,0.0064
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,30.5,1785925270.5892022,49,0.88,0.12,open,0.3297,32.97,0.2511,9.79,21.1,3.23,9.53,0.5992,2.0,546.2,0.2397,0.3595,0.1858,0.2462,11,97.94,132.08,134.8,0,0.2397,199.34,0,0.0004
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,31.0,1785925271.0897782,23,0.88,0.12,open,0.2884,28.84,0.2879,5.8,29.17,12.59,2.07,0.6841,19.36,511.2,0.2736,0.4105,0.1505,0.2264,17,100.58,118.19,189.23,6,0.2736,180.13,4,0.0005
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,31.5,1785925271.5902598,43,0.9266,0.0734,open,0.3517,35.17,0.2628,5.36,21.86,6.0,4.12,0.6258,42.31,490.6,0.2503,0.3755,0.2746,0.2991,13,74.38,110.53,143.36,1,0.2503,201.05,11,0.0016
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,32.0,1785925272.0906,89,0.8879,0.1121,open,0.3482,34.82,0.4673,4.2,32.38,4.58,5.02,0.5865,22.0,469.1,0.2346,0.3519,0.2977,0.2654,14,97.65,101.05,104.06,0,0.2346,172.74,1,0.0034
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,32.5,1785925272.591174,56,0.88,0.12,open,0.3553,35.53,0.3138,3.75,19.33,4.87,5.77,0.6777,13.86,512.9,0.2711,0.4066,0.2295,0.3196,17,82.91,94.53,134.93,4,0.2711,193.53,13,0.0009
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,33.0,1785925273.0916667,66,0.9123,0.0877,open,0.3635,36.35,0.3527,2.14,21.69,5.64,4.08,0.5317,17.02,540.4,0.2127,0.319,0.23,0.2329,10,89.56,118.85,154.04,9,0.2127,213.1,0,0.005
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,33.5,1785925273.5923939,75,0.99,0.01,open,0.3788,37.88,0.226,1.16,11.95,3.12,4.85,0.6509,5.28,498.6,0.2604,0.3905,0.3559,0.22,13,74.44,106.77,157.64,4,0.2604,221.11,0,0.0075
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,34.0,1785925274.0927932,79,0.9205,0.0795,open,0.3656,36.56,0.3676,2.25,13.92,2.72,4.78,0.6464,2.6,536.3,0.2586,0.3879,0.2785,0.3342,12,84.22,126.44,143.38,0,0.2586,193.39,3,0.0047
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,34.5,1785925274.5931532,59,0.9688,0.0312,open,0.4228,42.28,0.369,0.5,15.92,3.12,12.61,0.7378,13.0,540.2,0.2951,0.4427,0.1534,0.3168,15,108.26,153.07,161.54,5,0.2951,189.68,2,0.0001
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,35.0,1785925275.0937154,92,0.9069,0.0931,open,0.2884,28.84,0.3919,7.96,27.32,4.53,4.3,0.6891,15.55,497.5,0.2756,0.4135,0.268,0.2305,15,88.05,110.23,131.55,5,0.2756,194.15,7,0.0109
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,35.5,1785925275.5938604,102,0.9455,0.0545,open,0.3683,36.83,0.2974,11.42,35.59,9.31,14.36,0.6117,46.99,506.3,0.2447,0.367,0.1723,0.269,12,107.63,115.5,143.04,0,0.2447,206.52,8,0.0002
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,36.0,1785925276.0940354,42,0.99,0.01,open,0.3524,35.24,0.3457,16.98,14.13,4.71,6.55,0.6416,5.94,508.8,0.2566,0.385,0.2789,0.2055,12,95.93,120.68,137.08,10,0.2566,199.31,12,0.0171
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,36.5,1785925276.5944443,47,0.88,0.12,open,0.4061,40.61,0.3319,1.5,19.29,4.51,4.52,0.4193,5.54,529.9,0.1677,0.2516,0.2429,0.2992,11,104.59,116.64,120.81,7,0.1677,189.44,3,0.0038
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,37.0,1785925277.0948513,90,0.9608,0.0392,open,0.3683,36.83,0.472,1.94,28.18,4.68,4.51,0.5293,2.0,510.9,0.2117,0.3176,0.2175,0.2848,14,86.39,117.39,138.74,8,0.2117,191.54,4,0.0003
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,37.5,1785925277.5953152,99,0.99,0.01,open,0.3913,39.13,0.4334,26.14,23.82,3.48,4.78,0.6067,19.47,497.7,0.2427,0.364,0.2829,0.2123,16,73.61,97.39,126.03,14,0.2427,185.06,0,0.0024
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,38.0,1785925278.0954967,101,0.961,0.039,open,0.3504,35.04,0.3808,12.72,11.1,4.89,7.43,0.7478,27.04,505.5,0.2991,0.4487,0.2142,0.2962,16,100.51,105.98,106.78,1,0.2991,223.55,1,0.0196
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,38.5,1785925278.5957053,29,0.9696,0.0304,open,0.3285,32.85,0.1348,1.82,20.65,6.75,11.32,0.5809,6.98,532.1,0.2324,0.3485,0.2451,0.2268,13,83.1,134.32,176.34,13,0.2324,204.38,11,0.0033
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,39.0,1785925279.0959914,87,0.99,0.01,open,0.3499,34.99,0.45,9.56,14.56,2.35,3.75,0.7261,10.07,480.0,0.2904,0.4356,0.1299,0.1763,18,91.61,108.65,174.61,14,0.2904,192.22,6,0.0005
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,39.5,1785925279.5963774,53,0.9671,0.0329,open,0.3675,36.75,0.4279,7.43,18.62,2.16,6.48,0.6373,2.0,517.9,0.2549,0.3824,0.2795,0.2682,15,101.41,151.12,165.06,14,0.2549,177.29,1,0.0061
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,40.0,1785925280.096521,50,0.9827,0.0173,open,0.3871,38.71,0.4951,10.39,24.3,5.6,9.74,0.5484,3.74,510.2,0.2194,0.329,0.1652,0.2487,13,79.63,129.6,147.4,0,0.2194,180.94,3,0.0013
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,40.5,1785925280.596884,77,0.9862,0.0138,open,0.3659,36.59,0.2545,8.93,20.9,9.95,2.28,0.7337,30.97,532.7,0.2935,0.4402,0.2157,0.321,15,83.23,118.38,130.41,10,0.2935,238.93,2,0.0087
live_ep_000013_BAD_DEPLOY,BAD_DEPLOY,inventory-service,python-simulator,41.0,1785925281.0971758,84,0.9096,0.0904,open,0.41,41.0,0.3975,6.18,26.73,5.17,7.09,0.5868,27.96,515.6,0.2347,0.3521,0.1746,0.2776,12,86.92,93.63,144.71,10,0.2347,229.52,4,0.0029
