episode_id,failure_mode,service,source,elapsed_s,timestamp,active_connections,cache_hit_rate,cache_miss_rate,circuit_breaker_state,cpu_saturation,cpu_utilization,db_connection_pool,db_connection_wait,db_p99,disk_read_latency,disk_write_latency,error_rate,gc_pause_p99,heap_mb,http_4xx_rate,http_5xx_rate,iops_utilization,memory_utilization,network_errors,p50_latency,p95_latency,p99_latency,queue_lag,retry_count_per_request,rps,thread_pool_queue,upstream_timeout_rate
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,5.0,1785987813.0525486,116,0.9895,0.0105,closed,0.3528,35.28,0.4552,9.19,31.67,2.82,11.77,0.0,13.34,530.3,0.0199,0.0,0.2968,0.2206,4,97.53,72.31,47.5,12,0.1,208.92,12,0.0037
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,5.5,1785987813.5527363,119,0.9668,0.0332,closed,0.3121,31.21,0.3411,24.8,20.54,5.44,5.3,0.0005,7.35,528.6,0.0042,0.0009,0.2456,0.2487,2,85.52,36.7,30.81,11,0.0493,200.55,5,0.0116
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,6.0,1785987814.0528092,62,0.9232,0.0768,closed,0.3281,32.81,0.4358,5.84,33.43,3.93,8.19,0.0092,10.34,548.8,0.008,0.0063,0.2283,0.2446,1,91.85,84.87,50.15,16,0.0565,175.13,10,0.0076
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,6.5,1785987814.5528538,96,0.9482,0.0518,closed,0.4795,47.95,0.2854,1.0,23.42,4.23,4.6,0.0,18.25,515.0,0.0023,0.0029,0.3067,0.198,4,84.23,77.11,35.13,16,0.0052,213.42,11,0.005
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,7.0,1785987815.0529642,66,0.99,0.01,closed,0.3441,34.41,0.4566,28.34,27.64,4.28,3.83,0.0,41.52,523.0,0.0132,0.0023,0.4025,0.3222,3,96.21,57.92,41.46,16,0.031,211.97,1,0.0045
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,7.5,1785987815.5534701,42,0.893,0.107,closed,0.3691,36.91,0.5146,3.53,37.82,6.66,6.89,0.0,2.0,484.9,0.003,0.0031,0.1579,0.2588,2,82.26,80.76,56.73,19,0.006,165.58,3,0.0093
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,8.0,1785987816.0537424,117,0.99,0.01,closed,0.3526,35.26,0.2791,1.0,23.84,4.08,4.17,0.0,60.0,511.7,0.0065,0.0055,0.1918,0.2586,4,92.42,87.85,35.77,9,0.0042,140.16,1,0.0114
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,8.5,1785987816.5537925,111,0.99,0.01,closed,0.3507,35.07,0.2787,5.61,27.26,2.64,5.42,0.0019,41.18,513.5,0.0022,0.0013,0.303,0.1992,0,81.65,70.9,40.9,7,0.0396,192.81,12,0.0033
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,9.0,1785987817.0542755,108,0.99,0.01,closed,0.3716,37.16,0.4314,18.0,23.34,5.92,4.03,0.0,46.71,515.8,0.0032,0.0052,0.3499,0.2607,4,98.26,90.66,35.01,0,0.0013,164.56,11,0.0154
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,9.5,1785987817.5549674,38,0.9813,0.0187,closed,0.3612,36.12,0.281,12.86,35.46,4.18,5.31,0.0,26.21,543.9,0.0053,0.001,0.2709,0.2531,0,74.32,70.42,53.2,1,0.0886,215.36,7,0.0044
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,10.0,1785987818.0566568,59,0.988,0.012,closed,0.3484,34.84,0.3259,1.0,20.0,3.87,5.43,0.0,4.76,512.3,0.0058,0.0,0.1609,0.2393,4,87.7,32.39,30.0,18,0.0255,182.1,12,0.0041
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,10.5,1785987818.5570965,106,0.9823,0.0177,closed,0.3304,33.04,0.3851,22.33,51.84,3.63,8.75,0.0129,8.68,517.4,0.0086,0.0084,0.2693,0.2292,1,91.06,88.97,77.77,15,0.1,225.17,9,0.0074
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,11.0,1785987819.057586,66,0.9231,0.0769,closed,0.3484,34.84,0.3871,23.06,35.35,8.32,6.06,0.0004,22.51,506.7,0.011,0.0013,0.3127,0.2912,0,99.75,83.89,53.02,4,0.018,180.81,14,0.0053
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,11.5,1785987819.5579762,117,0.99,0.01,closed,0.3414,34.14,0.3822,5.94,45.82,5.62,6.06,0.0094,15.28,565.2,0.0005,0.0072,0.3039,0.2487,4,100.18,70.55,68.73,2,0.0097,259.6,1,0.0064
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,12.0,1785987820.0583448,97,0.9463,0.0537,closed,0.3027,30.27,0.3722,10.91,42.75,9.16,4.71,0.0084,2.22,524.3,0.0082,0.0062,0.1038,0.2879,0,80.79,69.69,64.12,0,0.013,228.45,14,0.01
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,12.5,1785987820.558576,23,0.9824,0.0176,closed,0.2699,26.99,0.3739,1.0,23.71,4.42,5.87,0.0,15.76,538.1,0.0013,0.02,0.2491,0.2605,4,103.07,62.8,35.57,1,0.059,185.7,12,0.0055
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,13.0,1785987821.0587482,38,0.9377,0.0623,closed,0.3814,38.14,0.3736,1.0,30.2,2.51,7.29,0.0,25.5,535.3,0.0142,0.0016,0.2697,0.2623,2,104.57,98.56,45.29,0,0.0265,191.32,2,0.0053
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,13.5,1785987821.56021,92,0.9896,0.0104,closed,0.2896,28.96,0.377,7.37,26.95,1.9,12.58,0.0,9.55,490.3,0.0059,0.0006,0.2711,0.2233,0,98.08,89.19,40.42,10,0.0045,184.2,14,0.0027
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,14.0,1785987822.062686,73,0.9788,0.0212,closed,0.4481,44.81,0.4516,1.0,57.24,3.06,4.67,0.0061,42.08,547.1,0.0005,0.0053,0.1727,0.2331,2,89.57,86.57,85.86,6,0.1,184.34,13,0.0081
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,14.5,1785987822.5631223,69,0.9839,0.0161,closed,0.3213,32.13,0.38,17.34,39.98,3.73,8.63,0.0082,43.96,499.0,0.0026,0.0047,0.3554,0.2495,4,92.76,60.06,59.96,17,0.0876,225.85,13,0.0054
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,15.0,1785987823.0636013,71,0.9862,0.0138,closed,0.3384,33.84,0.371,10.4,37.86,5.66,7.92,0.0209,2.0,518.5,0.0052,0.0132,0.3074,0.2565,1,82.88,70.73,56.79,1,0.0334,196.81,3,0.0042
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,15.5,1785987823.6175437,56,0.9522,0.0478,closed,0.3365,33.65,0.5031,1.0,20.65,3.57,3.16,0.0,2.0,518.0,0.0069,0.0076,0.1726,0.2417,4,76.86,35.07,30.97,17,0.1,192.29,1,0.0065
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,16.0,1785987824.11804,106,0.978,0.022,closed,0.2716,27.16,0.3676,13.49,40.82,5.28,9.67,0.0028,19.79,511.7,0.0017,0.0054,0.3223,0.1999,0,89.75,62.82,61.24,8,0.0754,197.38,13,0.0057
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,16.5,1785987824.6195357,25,0.9533,0.0467,closed,0.4383,43.83,0.3976,1.0,36.35,3.14,12.22,0.0,10.83,503.5,0.0049,0.001,0.3148,0.2279,4,88.35,59.57,54.52,17,0.0906,211.08,8,0.0049
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,17.0,1785987825.123227,57,0.9086,0.0914,closed,0.4241,42.41,0.4717,26.43,35.86,8.38,9.9,0.0013,9.32,551.2,0.0008,0.0021,0.1917,0.277,3,92.01,74.91,53.79,2,0.0864,239.32,0,0.005
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,17.5,1785987825.6268916,99,0.9728,0.0272,closed,0.3733,37.33,0.3346,10.86,30.34,2.54,7.68,0.0,52.45,513.7,0.0026,0.0,0.2326,0.2775,4,93.15,69.63,45.51,5,0.0011,203.27,0,0.0051
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,18.0,1785987826.1270397,68,0.9799,0.0201,closed,0.321,32.1,0.3276,13.9,49.05,6.0,7.07,0.0,12.63,516.2,0.006,0.0015,0.2461,0.2757,0,98.8,83.04,73.58,18,0.0161,178.02,8,0.0196
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,18.5,1785987826.6277268,56,0.8862,0.1138,closed,0.3366,33.66,0.3366,24.56,55.7,3.75,7.2,0.0109,22.32,534.1,0.006,0.0056,0.1246,0.2649,4,92.08,89.27,83.54,16,0.0549,167.03,11,0.0216
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,19.0,1785987827.145711,68,0.9466,0.0534,closed,0.2402,24.02,0.2556,12.37,26.82,6.27,5.97,0.0011,12.62,548.7,0.0035,0.0044,0.293,0.2202,4,90.18,73.67,40.23,2,0.0248,202.48,1,0.0094
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,19.5,1785987827.647367,111,0.9472,0.0528,closed,0.3475,34.75,0.4795,17.68,49.63,9.54,8.3,0.0197,24.6,525.2,0.0,0.01,0.2291,0.2711,1,76.25,74.48,74.45,13,0.0394,182.81,8,0.011
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,20.0,1785987828.1478922,104,0.9753,0.0247,closed,0.2973,29.73,0.3513,10.02,44.49,4.29,6.78,0.0061,7.23,529.2,0.0005,0.0058,0.2614,0.2746,3,76.09,66.13,65.51,4,0.0658,169.14,5,0.0102
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,20.5,1785987828.6479847,118,0.9132,0.0868,closed,0.2807,28.07,0.3765,24.78,44.84,5.62,5.5,0.0047,12.96,517.1,0.0007,0.0028,0.3575,0.2093,2,90.44,69.5,67.26,15,0.0722,207.27,10,0.0074
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,21.0,1785987829.148149,23,0.9829,0.0171,closed,0.3828,38.28,0.3594,8.52,46.14,4.04,7.82,0.002,3.09,529.9,0.0054,0.0014,0.1717,0.201,3,77.6,73.0,69.21,2,0.0221,217.58,5,0.0052
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,21.5,1785987829.6486907,54,0.9826,0.0174,closed,0.3778,37.78,0.3524,28.97,39.07,5.94,4.19,0.0105,5.4,478.6,0.0011,0.0089,0.2752,0.2046,0,91.96,82.83,58.61,11,0.017,199.52,7,0.0106
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,22.0,1785987830.1490498,69,0.9395,0.0605,closed,0.3469,34.69,0.3615,12.89,38.22,4.18,11.92,0.0,15.8,505.0,0.0017,0.0008,0.3388,0.232,2,91.93,64.04,57.33,19,0.035,203.34,7,0.0236
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,22.5,1785987830.6492648,83,0.88,0.12,closed,0.4179,41.79,0.3487,28.52,65.81,3.28,7.94,0.0098,2.15,525.2,0.0074,0.0074,0.2045,0.304,3,87.44,92.75,94.69,3,0.0305,153.37,3,0.0098
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,23.0,1785987831.149441,40,0.88,0.12,closed,0.237,23.7,0.3178,28.8,50.0,4.65,5.33,0.0139,26.6,527.2,0.0005,0.0089,0.2836,0.2477,1,91.3,83.97,75.01,12,0.0027,170.03,4,0.0081
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,23.5,1785987831.6517854,101,0.8851,0.1149,closed,0.4326,43.26,0.3827,14.59,54.44,7.06,3.55,0.0,38.34,541.8,0.0125,0.0018,0.295,0.2815,1,73.82,79.53,81.67,0,0.1,206.35,14,0.0094
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,24.0,1785987832.15202,82,0.8935,0.1065,closed,0.3682,36.82,0.3748,3.16,31.78,2.67,7.92,0.0,7.0,509.1,0.0016,0.0042,0.2125,0.2108,0,97.88,58.95,47.66,6,0.0354,199.75,12,0.0107
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,24.5,1785987832.65213,42,0.9665,0.0335,closed,0.3357,33.57,0.2678,35.5,60.59,5.06,3.51,0.0119,53.98,508.7,0.0019,0.0069,0.2726,0.2673,3,95.44,93.4,90.89,10,0.0051,185.6,14,0.0153
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,25.0,1785987833.1522071,97,0.88,0.12,closed,0.3101,31.01,0.3158,51.89,65.04,3.43,4.03,0.0031,22.07,518.0,0.0025,0.003,0.2497,0.2167,3,95.68,97.33,97.57,0,0.0267,188.89,6,0.0067
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,25.5,1785987833.6524491,120,0.88,0.12,closed,0.3148,31.48,0.3732,12.35,45.52,4.93,5.52,0.0,5.96,477.2,0.0018,0.0004,0.3559,0.1761,1,81.48,70.39,68.28,8,0.0452,161.56,14,0.0104
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,26.0,1785987834.1529572,86,0.9729,0.0271,closed,0.44,44.0,0.3337,5.66,44.32,5.73,6.02,0.0,5.04,499.6,0.0074,0.001,0.235,0.2535,0,92.85,86.19,66.49,9,0.0283,169.9,12,0.0153
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,26.5,1785987834.6532261,88,0.88,0.12,closed,0.3239,32.39,0.2809,15.67,76.15,6.31,5.52,0.0026,16.25,576.9,0.0005,0.0061,0.3184,0.3446,4,84.28,95.62,114.23,6,0.0065,218.95,6,0.0086
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,27.0,1785987835.153356,92,0.9891,0.0109,closed,0.2974,29.74,0.3235,5.28,64.13,5.28,7.47,0.001,7.9,526.9,0.0003,0.0011,0.2405,0.2312,0,91.9,92.44,96.19,15,0.0108,171.08,0,0.0093
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,27.5,1785987835.6536453,108,0.9635,0.0365,closed,0.387,38.7,0.3451,17.19,47.61,3.05,5.51,0.0,20.25,539.8,0.0131,0.0024,0.2782,0.2302,1,93.83,89.6,71.41,1,0.0802,207.54,0,0.0102
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,28.0,1785987836.1541038,35,0.99,0.01,closed,0.3322,33.22,0.4234,19.19,43.74,3.5,8.61,0.0271,15.26,517.4,0.0018,0.0142,0.3443,0.2122,1,96.35,88.89,65.6,9,0.0199,215.32,1,0.0055
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,28.5,1785987836.6544304,103,0.9136,0.0864,closed,0.3024,30.24,0.4217,17.43,60.51,5.78,4.2,0.0034,11.92,524.5,0.0069,0.0058,0.3488,0.2445,4,96.7,91.72,90.76,1,0.019,185.0,14,0.0065
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,29.0,1785987837.1546772,43,0.9444,0.0556,closed,0.4387,43.87,0.3543,9.13,70.89,4.77,8.9,0.0137,5.56,486.9,0.0211,0.0086,0.3166,0.1848,3,105.67,105.94,106.33,3,0.0019,202.07,10,0.017
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,29.5,1785987837.6550548,87,0.88,0.12,closed,0.4217,42.17,0.3712,18.48,53.13,4.64,9.8,0.0,11.98,481.2,0.0085,0.001,0.2438,0.2605,1,88.57,84.66,79.7,19,0.0037,193.61,6,0.0059
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,30.0,1785987838.1556206,119,0.9757,0.0243,closed,0.2463,24.63,0.479,27.33,62.28,5.1,3.99,0.0023,11.16,516.5,0.0022,0.0016,0.2349,0.2415,0,88.57,92.09,93.41,7,0.029,204.72,12,0.0063
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,30.5,1785987838.6561131,119,0.9722,0.0278,closed,0.3865,38.65,0.4528,10.2,55.47,4.19,4.52,0.0072,29.03,506.7,0.0047,0.0073,0.254,0.2933,3,84.43,84.03,83.21,9,0.0102,208.82,2,0.0104
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,31.0,1785987839.1563218,72,0.967,0.033,closed,0.4657,46.57,0.4566,5.59,42.92,3.38,14.08,0.0032,13.97,519.2,0.007,0.0094,0.2435,0.2268,0,86.52,73.79,64.38,14,0.0022,201.21,11,0.0059
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,31.5,1785987839.6567829,69,0.9651,0.0349,closed,0.347,34.7,0.3264,15.63,91.95,2.34,5.4,0.0144,13.5,526.3,0.0139,0.0079,0.2844,0.2335,0,96.45,133.73,137.92,16,0.0059,175.89,0,0.0124
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,32.0,1785987840.1574783,36,0.88,0.12,closed,0.3383,33.83,0.385,12.51,54.03,5.28,5.86,0.001,21.76,510.7,0.0068,0.0014,0.3889,0.2843,3,81.52,81.05,81.05,16,0.0345,219.42,4,0.0065
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,32.5,1785987840.6577885,120,0.9758,0.0242,closed,0.344,34.4,0.4017,8.65,38.76,7.58,6.62,0.0032,5.23,545.8,0.0027,0.0059,0.2757,0.2667,1,77.99,63.39,58.14,9,0.0058,225.69,2,0.0075
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,33.0,1785987841.1581933,95,0.9544,0.0456,closed,0.3261,32.61,0.3782,20.94,40.21,4.48,5.87,0.0,2.0,520.3,0.0026,0.0007,0.151,0.1811,4,102.63,79.33,60.31,10,0.0704,200.1,8,0.0136
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,33.5,1785987841.6587293,25,0.9892,0.0108,closed,0.3422,34.22,0.4284,11.08,72.49,3.57,7.68,0.0471,2.0,521.9,0.0069,0.0238,0.2608,0.2451,1,91.1,91.16,108.74,14,0.1,178.65,6,0.0081
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,34.0,1785987842.1592848,95,0.99,0.01,closed,0.3628,36.28,0.3496,17.22,59.01,3.8,9.75,0.0036,13.14,496.4,0.0028,0.0057,0.2859,0.2711,0,94.76,94.48,88.52,17,0.0152,202.94,14,0.0072
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,34.5,1785987842.6594381,38,0.9146,0.0854,closed,0.3435,34.35,0.3524,21.91,74.66,3.39,5.08,0.005,2.21,504.4,0.006,0.0025,0.1927,0.2251,1,90.78,96.68,107.87,11,0.0701,211.71,0,0.0151
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,35.0,1785987843.1597168,82,0.8981,0.1019,closed,0.3791,37.91,0.4542,34.4,56.65,4.01,13.51,0.0093,2.35,489.3,0.0105,0.0056,0.379,0.2185,3,90.8,86.29,84.97,19,0.0307,187.75,1,0.0071
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,35.5,1785987843.6600094,49,0.8802,0.1198,closed,0.3224,32.24,0.39,57.43,114.16,5.74,9.27,0.02,14.26,496.7,0.0037,0.0121,0.2732,0.2211,3,91.24,161.6,162.41,10,0.0083,187.0,6,0.017
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,36.0,1785987844.1600997,43,0.9723,0.0277,closed,0.3216,32.16,0.4036,28.49,96.8,3.84,10.26,0.0152,17.22,505.3,0.001,0.0083,0.2239,0.1957,2,86.02,127.47,145.2,3,0.0533,179.3,9,0.0171
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,36.5,1785987844.6604068,75,0.99,0.01,closed,0.3699,36.99,0.3765,6.0,67.74,3.24,4.71,0.0041,5.52,536.9,0.0005,0.0054,0.3859,0.2415,3,82.22,95.2,101.61,9,0.0528,169.08,10,0.0103
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,37.0,1785987845.1644132,27,0.8979,0.1021,closed,0.397,39.7,0.3375,2.84,43.77,3.72,7.94,0.0037,8.3,505.3,0.0008,0.002,0.2082,0.2883,1,92.84,87.47,65.66,9,0.0854,216.32,12,0.0044
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,37.5,1785987845.6647584,107,0.9753,0.0247,closed,0.4465,44.65,0.357,42.23,60.8,3.17,7.22,0.0086,49.29,522.0,0.0043,0.0084,0.2568,0.2437,4,99.51,94.36,91.2,4,0.0256,210.97,6,0.0076
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,38.0,1785987846.164917,49,0.8828,0.1172,closed,0.3881,38.81,0.2144,12.16,73.39,3.3,5.12,0.004,9.15,540.7,0.0012,0.0068,0.1989,0.2943,2,80.96,107.53,110.09,17,0.0016,208.01,14,0.0123
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,38.5,1785987846.6654563,102,0.9683,0.0317,closed,0.3447,34.47,0.4088,22.63,60.1,2.68,5.79,0.0153,6.43,490.7,0.0055,0.0096,0.1695,0.1954,3,90.4,90.3,90.15,10,0.0047,192.27,12,0.0095
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,39.0,1785987847.1658676,48,0.8815,0.1185,closed,0.4478,44.78,0.2958,24.79,68.76,2.83,3.41,0.0087,25.6,506.2,0.0025,0.0051,0.2898,0.226,0,87.67,96.26,103.14,0,0.0125,201.36,3,0.0091
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,39.5,1785987847.6661494,78,0.9756,0.0244,closed,0.28,28.0,0.3975,24.25,79.04,3.43,2.98,0.0049,4.12,513.9,0.0094,0.0028,0.2813,0.2415,4,92.36,116.83,118.56,19,0.0107,222.63,11,0.0128
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,40.0,1785987848.166323,114,0.9664,0.0336,closed,0.3044,30.44,0.3274,43.83,72.98,9.31,3.53,0.0035,20.18,523.5,0.0102,0.0024,0.1778,0.2803,1,94.67,107.5,109.47,5,0.004,207.73,11,0.0082
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,40.5,1785987848.6668618,101,0.99,0.01,closed,0.3536,35.36,0.3277,28.02,82.83,3.35,6.89,0.0211,2.79,507.8,0.0225,0.0147,0.2818,0.2909,4,80.83,108.55,124.24,5,0.0188,216.28,0,0.027
live_ep_000041_DB_SLOWDOWN,DB_SLOWDOWN,order-service,python-simulator,41.0,1785987849.1673567,53,0.99,0.01,closed,0.4037,40.37,0.3271,15.5,36.86,6.84,3.55,0.0,11.53,500.9,0.0001,0.0036,0.2714,0.2221,4,80.82,68.56,55.29,7,0.0747,185.87,2,0.0135
