episode_id,incident_id,failure_mode,old_severity,new_severity,final_severity,decision,operator,reason,confidence,ttf_seconds,impact_band,urgency_band,is_large_jump,escalation_summary,response_ms,timeout_seconds,created_at,decided_at
ep_00021_RETRY_STORM,INC-3682,RETRY_STORM,P4,P2,P2,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,nan,Imminent,1,P4 (Low) → P2 (High) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:06.479795+00:00,2026-08-04T04:29:06.612768+00:00
ep_00022_RETRY_STORM,INC-7202,RETRY_STORM,P4,P2,P2,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,nan,Imminent,1,P4 (Low) → P2 (High) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:06.632055+00:00,2026-08-04T04:29:06.762413+00:00
ep_00023_DEPENDENCY_TIMEOUT,INC-1250,DEPENDENCY_TIMEOUT,P4,P2,P2,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,nan,Imminent,1,P4 (Low) → P2 (High) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:06.781863+00:00,2026-08-04T04:29:06.910870+00:00
ep_00024_RETRY_STORM,INC-7807,RETRY_STORM,P4,P2,P2,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,nan,Imminent,1,P4 (Low) → P2 (High) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:06.931833+00:00,2026-08-04T04:29:07.066373+00:00
ep_00026_CASCADING_FAILURE,INC-7511,CASCADING_FAILURE,P4,P2,P2,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,nan,Imminent,1,P4 (Low) → P2 (High) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:07.086644+00:00,2026-08-04T04:29:07.216052+00:00
ep_00029_RETRY_STORM,INC-6776,RETRY_STORM,P4,P2,P2,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,nan,Imminent,1,P4 (Low) → P2 (High) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:07.237750+00:00,2026-08-04T04:29:07.369825+00:00
ep_00030_RETRY_STORM,INC-1657,RETRY_STORM,P4,P2,P2,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,nan,Imminent,1,P4 (Low) → P2 (High) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:07.387102+00:00,2026-08-04T04:29:07.514922+00:00
ep_00031_DB_SLOWDOWN,INC-7491,DB_SLOWDOWN,P4,P2,P2,AUTO_APPROVED,system,No human response within timeout window.,0.9546,0.0,nan,Imminent,1,P4 (Low) → P2 (High) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:07.535483+00:00,2026-08-04T04:29:07.665370+00:00
ep_00032_QUEUE_BACKUP,INC-9817,QUEUE_BACKUP,P4,P2,P2,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,nan,Imminent,1,P4 (Low) → P2 (High) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:07.683347+00:00,2026-08-04T04:29:07.816492+00:00
ep_00034_RETRY_STORM,INC-0728,RETRY_STORM,P4,P2,P2,AUTO_APPROVED,system,No human response within timeout window.,0.9877,0.0,nan,Imminent,1,P4 (Low) → P2 (High) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:07.840821+00:00,2026-08-04T04:29:07.973536+00:00
ep_00036_CASCADING_FAILURE,INC-8493,CASCADING_FAILURE,P4,P2,P2,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,nan,Imminent,1,P4 (Low) → P2 (High) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:08.025645+00:00,2026-08-04T04:29:08.146856+00:00
ep_00038_RETRY_STORM,INC-4718,RETRY_STORM,P4,P2,P2,AUTO_APPROVED,system,No human response within timeout window.,0.9899,0.0,nan,Imminent,1,P4 (Low) → P2 (High) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:08.166180+00:00,2026-08-04T04:29:08.329181+00:00
ep_00039_DB_SLOWDOWN,INC-5579,DB_SLOWDOWN,P4,P2,P2,AUTO_APPROVED,system,No human response within timeout window.,0.7898,0.0,nan,Imminent,1,P4 (Low) → P2 (High) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:08.353267+00:00,2026-08-04T04:29:08.493614+00:00
ep_00040_CASCADING_FAILURE,INC-9445,CASCADING_FAILURE,P4,P2,P2,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,nan,Imminent,1,P4 (Low) → P2 (High) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:08.512736+00:00,2026-08-04T04:29:08.642881+00:00
ep_00042_BAD_DEPLOY,INC-1254,BAD_DEPLOY,P4,P2,P2,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,nan,Imminent,1,P4 (Low) → P2 (High) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:08.661847+00:00,2026-08-04T04:29:08.788008+00:00
ep_00047_CACHE_STAMPEDE,INC-7153,CACHE_STAMPEDE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:08.809012+00:00,2026-08-04T04:29:08.943981+00:00
ep_00048_CACHE_STAMPEDE,INC-3023,CACHE_STAMPEDE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:08.958726+00:00,2026-08-04T04:29:09.083959+00:00
ep_00049_CPU_SATURATION,INC-7033,CPU_SATURATION,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,16.59,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:09.099112+00:00,2026-08-04T04:29:09.227814+00:00
ep_00050_DB_SLOWDOWN,INC-5657,DB_SLOWDOWN,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.8469,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:09.249396+00:00,2026-08-04T04:29:09.378686+00:00
ep_00051_QUEUE_BACKUP,INC-4911,QUEUE_BACKUP,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:09.398368+00:00,2026-08-04T04:29:09.526633+00:00
ep_00052_DEPENDENCY_TIMEOUT,INC-4742,DEPENDENCY_TIMEOUT,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.9295,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:09.543326+00:00,2026-08-04T04:29:09.668427+00:00
ep_00053_QUEUE_BACKUP,INC-5376,QUEUE_BACKUP,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:09.687110+00:00,2026-08-04T04:29:09.817088+00:00
ep_00054_DB_SLOWDOWN,INC-4129,DB_SLOWDOWN,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.8651,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:09.832125+00:00,2026-08-04T04:29:09.957982+00:00
ep_00056_QUEUE_BACKUP,INC-9929,QUEUE_BACKUP,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:09.977504+00:00,2026-08-04T04:29:10.109443+00:00
ep_00057_CACHE_STAMPEDE,INC-5753,CACHE_STAMPEDE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:10.132845+00:00,2026-08-04T04:29:10.269142+00:00
ep_00058_DB_SLOWDOWN,INC-3052,DB_SLOWDOWN,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.7876,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:10.287555+00:00,2026-08-04T04:29:10.418810+00:00
ep_00059_RETRY_STORM,INC-5578,RETRY_STORM,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:10.444602+00:00,2026-08-04T04:29:10.572327+00:00
ep_00060_BAD_DEPLOY,INC-0954,BAD_DEPLOY,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.8975,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:10.592447+00:00,2026-08-04T04:29:10.720139+00:00
ep_00062_CASCADING_FAILURE,INC-3729,CASCADING_FAILURE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:10.738473+00:00,2026-08-04T04:29:10.871065+00:00
ep_00063_CACHE_STAMPEDE,INC-0054,CACHE_STAMPEDE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:10.891055+00:00,2026-08-04T04:29:11.022746+00:00
ep_00071_BAD_DEPLOY,INC-5759,BAD_DEPLOY,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.9522,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:11.038294+00:00,2026-08-04T04:29:11.162640+00:00
ep_00074_CACHE_STAMPEDE,INC-8271,CACHE_STAMPEDE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:11.178749+00:00,2026-08-04T04:29:11.304993+00:00
ep_00075_CASCADING_FAILURE,INC-7746,CASCADING_FAILURE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:11.325158+00:00,2026-08-04T04:29:11.454955+00:00
ep_00077_RETRY_STORM,INC-4402,RETRY_STORM,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.9029,14.53,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:11.476743+00:00,2026-08-04T04:29:11.606085+00:00
ep_00080_QUEUE_BACKUP,INC-4396,QUEUE_BACKUP,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:11.629910+00:00,2026-08-04T04:29:11.761843+00:00
ep_00081_BAD_DEPLOY,INC-1063,BAD_DEPLOY,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.8406,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:11.781413+00:00,2026-08-04T04:29:11.911937+00:00
ep_00082_CASCADING_FAILURE,INC-0332,CASCADING_FAILURE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:11.930105+00:00,2026-08-04T04:29:12.056843+00:00
ep_00085_CPU_SATURATION,INC-0721,CPU_SATURATION,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:12.076561+00:00,2026-08-04T04:29:12.206760+00:00
ep_00086_BAD_DEPLOY,INC-7840,BAD_DEPLOY,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.8676,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:12.268153+00:00,2026-08-04T04:29:12.397458+00:00
ep_00089_CACHE_STAMPEDE,INC-2778,CACHE_STAMPEDE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:12.411885+00:00,2026-08-04T04:29:12.537066+00:00
ep_00094_QUEUE_BACKUP,INC-1632,QUEUE_BACKUP,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:12.555249+00:00,2026-08-04T04:29:12.681597+00:00
ep_00096_QUEUE_BACKUP,INC-6480,QUEUE_BACKUP,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:12.696903+00:00,2026-08-04T04:29:12.824229+00:00
ep_00100_CACHE_STAMPEDE,INC-2568,CACHE_STAMPEDE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:12.845056+00:00,2026-08-04T04:29:12.973854+00:00
ep_00102_RETRY_STORM,INC-0327,RETRY_STORM,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.9155,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:13.000781+00:00,2026-08-04T04:29:13.134142+00:00
ep_00105_CACHE_STAMPEDE,INC-6511,CACHE_STAMPEDE,P3,P2,P2,AUTO_APPROVED,system,No human response within timeout window.,1.0,51.86,Moderate,Near,0,P3 (Moderate) → P2 (High) — 1-level jump,10,2,2026-08-04T04:29:13.149225+00:00,2026-08-04T04:29:13.278928+00:00
ep_00108_CACHE_STAMPEDE,INC-3088,CACHE_STAMPEDE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:13.299145+00:00,2026-08-04T04:29:13.429384+00:00
ep_00110_CACHE_STAMPEDE,INC-6555,CACHE_STAMPEDE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:13.445596+00:00,2026-08-04T04:29:13.574573+00:00
ep_00111_CACHE_STAMPEDE,INC-7516,CACHE_STAMPEDE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:13.593474+00:00,2026-08-04T04:29:13.726255+00:00
ep_00112_CASCADING_FAILURE,INC-2016,CASCADING_FAILURE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:13.742814+00:00,2026-08-04T04:29:13.872235+00:00
ep_00114_RETRY_STORM,INC-4781,RETRY_STORM,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.8808,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:13.893767+00:00,2026-08-04T04:29:14.023350+00:00
ep_00118_CASCADING_FAILURE,INC-4737,CASCADING_FAILURE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:14.041284+00:00,2026-08-04T04:29:14.169767+00:00
ep_00122_BAD_DEPLOY,INC-8858,BAD_DEPLOY,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.8339,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:14.188154+00:00,2026-08-04T04:29:14.318224+00:00
ep_00127_BAD_DEPLOY,INC-7075,BAD_DEPLOY,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.8553,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:14.343360+00:00,2026-08-04T04:29:14.467900+00:00
ep_00130_BAD_DEPLOY,INC-3151,BAD_DEPLOY,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.9417,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:14.486626+00:00,2026-08-04T04:29:14.615560+00:00
ep_00132_DEPENDENCY_TIMEOUT,INC-7939,DEPENDENCY_TIMEOUT,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.9594,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:14.632634+00:00,2026-08-04T04:29:14.761005+00:00
ep_00136_RETRY_STORM,INC-2319,RETRY_STORM,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.8372,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:14.786182+00:00,2026-08-04T04:29:14.924172+00:00
ep_00138_CPU_SATURATION,INC-2799,CPU_SATURATION,P3,P2,P2,AUTO_APPROVED,system,No human response within timeout window.,1.0,62.34,Moderate,Near,0,P3 (Moderate) → P2 (High) — 1-level jump,10,2,2026-08-04T04:29:14.942219+00:00,2026-08-04T04:29:15.072681+00:00
ep_00140_BAD_DEPLOY,INC-0381,BAD_DEPLOY,P3,P2,P2,AUTO_APPROVED,system,No human response within timeout window.,0.8128,50.51,Moderate,Near,0,P3 (Moderate) → P2 (High) — 1-level jump,10,2,2026-08-04T04:29:15.087815+00:00,2026-08-04T04:29:15.209397+00:00
ep_00141_CASCADING_FAILURE,INC-3000,CASCADING_FAILURE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:15.228794+00:00,2026-08-04T04:29:15.357874+00:00
ep_00143_CPU_SATURATION,INC-5127,CPU_SATURATION,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:15.385642+00:00,2026-08-04T04:29:15.524960+00:00
ep_00147_CPU_SATURATION,INC-0418,CPU_SATURATION,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:15.546151+00:00,2026-08-04T04:29:15.696185+00:00
ep_00148_BAD_DEPLOY,INC-0272,BAD_DEPLOY,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.9262,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:15.713971+00:00,2026-08-04T04:29:15.837690+00:00
ep_00149_BAD_DEPLOY,INC-7349,BAD_DEPLOY,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.9459,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:15.858346+00:00,2026-08-04T04:29:15.991070+00:00
ep_00153_DEPENDENCY_TIMEOUT,INC-6227,DEPENDENCY_TIMEOUT,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.9597,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:16.005881+00:00,2026-08-04T04:29:16.132218+00:00
ep_00155_RETRY_STORM,INC-5265,RETRY_STORM,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.8429,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:16.148816+00:00,2026-08-04T04:29:16.274313+00:00
ep_00160_CACHE_STAMPEDE,INC-1927,CACHE_STAMPEDE,P3,P2,P2,AUTO_APPROVED,system,No human response within timeout window.,1.0,82.64,Moderate,Near,0,P3 (Moderate) → P2 (High) — 1-level jump,10,2,2026-08-04T04:29:16.292236+00:00,2026-08-04T04:29:16.420236+00:00
ep_00161_QUEUE_BACKUP,INC-9230,QUEUE_BACKUP,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:16.465860+00:00,2026-08-04T04:29:16.593064+00:00
ep_00162_CASCADING_FAILURE,INC-5081,CASCADING_FAILURE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:16.612331+00:00,2026-08-04T04:29:16.739712+00:00
ep_00164_CASCADING_FAILURE,INC-6585,CASCADING_FAILURE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:16.757449+00:00,2026-08-04T04:29:16.883829+00:00
ep_00166_BAD_DEPLOY,INC-7894,BAD_DEPLOY,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.9284,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:16.901658+00:00,2026-08-04T04:29:17.026583+00:00
ep_00168_RETRY_STORM,INC-6016,RETRY_STORM,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.8737,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:17.045559+00:00,2026-08-04T04:29:17.174239+00:00
ep_00171_CPU_SATURATION,INC-0912,CPU_SATURATION,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:29:17.191555+00:00,2026-08-04T04:29:17.319740+00:00
