episode_id,incident_id,failure_mode,old_severity,new_severity,final_severity,decision,operator,reason,confidence,ttf_seconds,impact_band,urgency_band,is_large_jump,escalation_summary,response_ms,timeout_seconds,created_at,decided_at
ep_00034_RETRY_STORM,INC-0894,RETRY_STORM,P4,P2,P2,AUTO_APPROVED,system,No human response within timeout window.,0.9877,0.0,nan,Imminent,1,P4 (Low) → P2 (High) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:38.708683+00:00,2026-08-04T04:27:38.829379+00:00
ep_00036_CASCADING_FAILURE,INC-4596,CASCADING_FAILURE,P4,P2,P2,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,nan,Imminent,1,P4 (Low) → P2 (High) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:38.875207+00:00,2026-08-04T04:27:38.994958+00:00
ep_00038_RETRY_STORM,INC-8602,RETRY_STORM,P4,P2,P2,AUTO_APPROVED,system,No human response within timeout window.,0.9899,0.0,nan,Imminent,1,P4 (Low) → P2 (High) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:39.010790+00:00,2026-08-04T04:27:39.137170+00:00
ep_00039_DB_SLOWDOWN,INC-8398,DB_SLOWDOWN,P4,P2,P2,AUTO_APPROVED,system,No human response within timeout window.,0.7898,0.0,nan,Imminent,1,P4 (Low) → P2 (High) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:39.155205+00:00,2026-08-04T04:27:39.280520+00:00
ep_00040_CASCADING_FAILURE,INC-3221,CASCADING_FAILURE,P4,P2,P2,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,nan,Imminent,1,P4 (Low) → P2 (High) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:39.298632+00:00,2026-08-04T04:27:39.425753+00:00
ep_00042_BAD_DEPLOY,INC-4999,BAD_DEPLOY,P4,P2,P2,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,nan,Imminent,1,P4 (Low) → P2 (High) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:39.445882+00:00,2026-08-04T04:27:39.577852+00:00
ep_00047_CACHE_STAMPEDE,INC-8153,CACHE_STAMPEDE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:39.597440+00:00,2026-08-04T04:27:39.724187+00:00
ep_00048_CACHE_STAMPEDE,INC-6749,CACHE_STAMPEDE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:39.741207+00:00,2026-08-04T04:27:39.869084+00:00
ep_00049_CPU_SATURATION,INC-5066,CPU_SATURATION,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,16.59,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:39.885455+00:00,2026-08-04T04:27:40.014582+00:00
ep_00050_DB_SLOWDOWN,INC-1869,DB_SLOWDOWN,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.8469,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:40.035532+00:00,2026-08-04T04:27:40.163229+00:00
ep_00051_QUEUE_BACKUP,INC-0589,QUEUE_BACKUP,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:40.178451+00:00,2026-08-04T04:27:40.306477+00:00
ep_00052_DEPENDENCY_TIMEOUT,INC-4638,DEPENDENCY_TIMEOUT,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.9295,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:40.320196+00:00,2026-08-04T04:27:40.443577+00:00
ep_00053_QUEUE_BACKUP,INC-3519,QUEUE_BACKUP,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:40.463760+00:00,2026-08-04T04:27:40.592849+00:00
ep_00054_DB_SLOWDOWN,INC-4148,DB_SLOWDOWN,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.8651,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:40.607814+00:00,2026-08-04T04:27:40.735723+00:00
ep_00056_QUEUE_BACKUP,INC-8575,QUEUE_BACKUP,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:40.752302+00:00,2026-08-04T04:27:40.872419+00:00
ep_00057_CACHE_STAMPEDE,INC-5034,CACHE_STAMPEDE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:40.889370+00:00,2026-08-04T04:27:41.015832+00:00
ep_00058_DB_SLOWDOWN,INC-5170,DB_SLOWDOWN,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.7876,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:41.033724+00:00,2026-08-04T04:27:41.161798+00:00
ep_00059_RETRY_STORM,INC-0898,RETRY_STORM,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:41.180756+00:00,2026-08-04T04:27:41.302714+00:00
ep_00060_BAD_DEPLOY,INC-6260,BAD_DEPLOY,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.8975,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:41.320979+00:00,2026-08-04T04:27:41.450266+00:00
ep_00062_CASCADING_FAILURE,INC-8079,CASCADING_FAILURE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:41.464583+00:00,2026-08-04T04:27:41.590815+00:00
ep_00063_CACHE_STAMPEDE,INC-3124,CACHE_STAMPEDE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:41.606965+00:00,2026-08-04T04:27:41.734130+00:00
ep_00071_BAD_DEPLOY,INC-0829,BAD_DEPLOY,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.9522,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:41.753293+00:00,2026-08-04T04:27:41.880463+00:00
ep_00074_CACHE_STAMPEDE,INC-2339,CACHE_STAMPEDE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:41.895447+00:00,2026-08-04T04:27:42.019253+00:00
ep_00075_CASCADING_FAILURE,INC-5310,CASCADING_FAILURE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:42.033682+00:00,2026-08-04T04:27:42.154078+00:00
ep_00077_RETRY_STORM,INC-5774,RETRY_STORM,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.9029,14.53,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:42.171748+00:00,2026-08-04T04:27:42.298366+00:00
ep_00080_QUEUE_BACKUP,INC-2618,QUEUE_BACKUP,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:42.315204+00:00,2026-08-04T04:27:42.444407+00:00
ep_00081_BAD_DEPLOY,INC-9777,BAD_DEPLOY,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.8406,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:42.461697+00:00,2026-08-04T04:27:42.587207+00:00
ep_00082_CASCADING_FAILURE,INC-9036,CASCADING_FAILURE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:42.605224+00:00,2026-08-04T04:27:42.732942+00:00
ep_00085_CPU_SATURATION,INC-9230,CPU_SATURATION,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:42.748182+00:00,2026-08-04T04:27:42.874992+00:00
ep_00086_BAD_DEPLOY,INC-5453,BAD_DEPLOY,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.8676,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:42.926342+00:00,2026-08-04T04:27:43.050086+00:00
ep_00089_CACHE_STAMPEDE,INC-1064,CACHE_STAMPEDE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:43.068351+00:00,2026-08-04T04:27:43.191546+00:00
ep_00094_QUEUE_BACKUP,INC-4103,QUEUE_BACKUP,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:43.209669+00:00,2026-08-04T04:27:43.338036+00:00
ep_00096_QUEUE_BACKUP,INC-3007,QUEUE_BACKUP,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:43.351524+00:00,2026-08-04T04:27:43.471755+00:00
ep_00100_CACHE_STAMPEDE,INC-3163,CACHE_STAMPEDE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:43.489899+00:00,2026-08-04T04:27:43.616056+00:00
ep_00102_RETRY_STORM,INC-4220,RETRY_STORM,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.9155,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:43.633475+00:00,2026-08-04T04:27:43.760760+00:00
ep_00105_CACHE_STAMPEDE,INC-9090,CACHE_STAMPEDE,P3,P2,P2,AUTO_APPROVED,system,No human response within timeout window.,1.0,51.86,Moderate,Near,0,P3 (Moderate) → P2 (High) — 1-level jump,10,2,2026-08-04T04:27:43.777580+00:00,2026-08-04T04:27:43.904494+00:00
ep_00108_CACHE_STAMPEDE,INC-5469,CACHE_STAMPEDE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:43.922458+00:00,2026-08-04T04:27:44.049467+00:00
ep_00110_CACHE_STAMPEDE,INC-7675,CACHE_STAMPEDE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:44.068390+00:00,2026-08-04T04:27:44.195822+00:00
ep_00111_CACHE_STAMPEDE,INC-9914,CACHE_STAMPEDE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:44.218736+00:00,2026-08-04T04:27:44.348614+00:00
ep_00112_CASCADING_FAILURE,INC-3124,CASCADING_FAILURE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:44.368989+00:00,2026-08-04T04:27:44.498381+00:00
ep_00114_RETRY_STORM,INC-2093,RETRY_STORM,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.8808,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:44.511955+00:00,2026-08-04T04:27:44.633572+00:00
ep_00118_CASCADING_FAILURE,INC-8142,CASCADING_FAILURE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:44.649241+00:00,2026-08-04T04:27:44.778406+00:00
ep_00122_BAD_DEPLOY,INC-8677,BAD_DEPLOY,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.8339,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:44.799508+00:00,2026-08-04T04:27:44.928583+00:00
ep_00127_BAD_DEPLOY,INC-4847,BAD_DEPLOY,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.8553,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:44.942708+00:00,2026-08-04T04:27:45.069435+00:00
ep_00130_BAD_DEPLOY,INC-8317,BAD_DEPLOY,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.9417,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:45.083842+00:00,2026-08-04T04:27:45.208066+00:00
ep_00132_DEPENDENCY_TIMEOUT,INC-1675,DEPENDENCY_TIMEOUT,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.9594,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:45.225943+00:00,2026-08-04T04:27:45.353723+00:00
ep_00136_RETRY_STORM,INC-4867,RETRY_STORM,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.8372,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:45.371837+00:00,2026-08-04T04:27:45.500388+00:00
ep_00138_CPU_SATURATION,INC-1912,CPU_SATURATION,P3,P2,P2,AUTO_APPROVED,system,No human response within timeout window.,1.0,62.34,Moderate,Near,0,P3 (Moderate) → P2 (High) — 1-level jump,10,2,2026-08-04T04:27:45.514169+00:00,2026-08-04T04:27:45.637822+00:00
ep_00140_BAD_DEPLOY,INC-3938,BAD_DEPLOY,P3,P2,P2,AUTO_APPROVED,system,No human response within timeout window.,0.8128,50.51,Moderate,Near,0,P3 (Moderate) → P2 (High) — 1-level jump,10,2,2026-08-04T04:27:45.656189+00:00,2026-08-04T04:27:45.786699+00:00
ep_00141_CASCADING_FAILURE,INC-2456,CASCADING_FAILURE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:45.804036+00:00,2026-08-04T04:27:45.933335+00:00
ep_00143_CPU_SATURATION,INC-1651,CPU_SATURATION,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:45.949464+00:00,2026-08-04T04:27:46.073957+00:00
ep_00147_CPU_SATURATION,INC-4958,CPU_SATURATION,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:46.093697+00:00,2026-08-04T04:27:46.221849+00:00
ep_00148_BAD_DEPLOY,INC-7675,BAD_DEPLOY,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.9262,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:46.238102+00:00,2026-08-04T04:27:46.370601+00:00
ep_00149_BAD_DEPLOY,INC-2424,BAD_DEPLOY,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.9459,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:46.384748+00:00,2026-08-04T04:27:46.506550+00:00
ep_00153_DEPENDENCY_TIMEOUT,INC-7192,DEPENDENCY_TIMEOUT,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.9597,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:46.533015+00:00,2026-08-04T04:27:46.661615+00:00
ep_00155_RETRY_STORM,INC-1132,RETRY_STORM,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.8429,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:46.684755+00:00,2026-08-04T04:27:46.816137+00:00
ep_00160_CACHE_STAMPEDE,INC-1194,CACHE_STAMPEDE,P3,P2,P2,AUTO_APPROVED,system,No human response within timeout window.,1.0,82.64,Moderate,Near,0,P3 (Moderate) → P2 (High) — 1-level jump,10,2,2026-08-04T04:27:46.834360+00:00,2026-08-04T04:27:46.957743+00:00
ep_00161_QUEUE_BACKUP,INC-3029,QUEUE_BACKUP,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:47.002257+00:00,2026-08-04T04:27:47.128884+00:00
ep_00162_CASCADING_FAILURE,INC-5634,CASCADING_FAILURE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:47.142760+00:00,2026-08-04T04:27:47.269977+00:00
ep_00164_CASCADING_FAILURE,INC-1906,CASCADING_FAILURE,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:47.285486+00:00,2026-08-04T04:27:47.408277+00:00
ep_00166_BAD_DEPLOY,INC-3830,BAD_DEPLOY,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.9284,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:47.424803+00:00,2026-08-04T04:27:47.550891+00:00
ep_00168_RETRY_STORM,INC-2952,RETRY_STORM,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,0.8737,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:47.568613+00:00,2026-08-04T04:27:47.696783+00:00
ep_00171_CPU_SATURATION,INC-6623,CPU_SATURATION,P3,P1,P1,AUTO_APPROVED,system,No human response within timeout window.,1.0,0.0,Moderate,Imminent,1,P3 (Moderate) → P1 (Critical) — 2-level jump ⚠ LARGE JUMP,10,2,2026-08-04T04:27:47.710099+00:00,2026-08-04T04:27:47.832267+00:00
