episode_id,failure_mode,elapsed_s,algorithm_used,history_steps,time_to_failure,earliest_ttf_feature,forecast_confidence,confidence_reason,threshold_crossed,feature_ttfs_json,feature_slopes_json,current_values_json,predictions_json,critical_thresholds_json
ep_00013_BAD_DEPLOY,BAD_DEPLOY,238.0,linear,120,,,0.3047,linear regression: R2=0.0047 -> fit_quality=0.0047; 120/20 history cycles -> data_quality=0.3000; total confidence=0.3047,False,"{""error_rate"": null, ""http_5xx_rate"": null}","{""error_rate"": -0.000111, ""http_5xx_rate"": -6.7e-05}","{""error_rate"": 0.4947, ""http_5xx_rate"": 0.2968, ""http_4xx_rate"": 0.1979, ""network_errors"": 10.0, ""p99_latency"": 123.76}","{""error_rate"": [0.6017, 0.6015, 0.6012, 0.601, 0.6008, 0.6006, 0.6004, 0.6001, 0.5999, 0.5997], ""http_5xx_rate"": [0.361, 0.3609, 0.3607, 0.3606, 0.3605, 0.3603, 0.3602, 0.3601, 0.3599, 0.3598], ""http_4xx_rate"": [0.2407, 0.2406, 0.2405, 0.2404, 0.2403, 0.2402, 0.2401, 0.24, 0.24, 0.2399], ""network_errors"": [13.1787, 13.1671, 13.1554, 13.1438, 13.1321, 13.1205, 13.1088, 13.0972, 13.0855, 13.0739], ""p99_latency"": [146.111, 146.0079, 145.9048, 145.8017, 145.6986, 145.5955, 145.4924, 145.3893, 145.2862, 145.1831]}","{""error_rate"": 0.5, ""http_5xx_rate"": 0.4}"
ep_00015_CASCADING_FAILURE,CASCADING_FAILURE,238.0,exponential,120,0.0,p99_latency,0.322,exponential regression: log-space R2=0.0220 -> fit_quality=0.0220; 120/20 history cycles -> data_quality=0.3000; total confidence=0.3220,True,"{""p99_latency"": 0.0, ""error_rate"": 0.0, ""cpu_utilization"": null}","{""p99_latency"": 0.0, ""error_rate"": 0.0, ""cpu_utilization"": -0.002322}","{""p99_latency"": 1651.95, ""error_rate"": 0.7038, ""cpu_utilization"": 89.51, ""db_p99"": 129.95, ""active_connections"": 288.0, ""cache_miss_rate"": 0.72}","{""p99_latency"": [1562.2457, 1561.8277, 1561.4098, 1560.992, 1560.5744, 1560.1568, 1559.7394, 1559.3221, 1558.9049, 1558.4878], ""error_rate"": [0.6003, 0.5998, 0.5993, 0.5989, 0.5984, 0.5979, 0.5974, 0.597, 0.5965, 0.596], ""cpu_utilization"": [81.973, 81.9683, 81.9637, 81.959, 81.9544, 81.9497, 81.9451, 81.9405, 81.9358, 81.9312], ""db_p99"": [196.4046, 197.3392, 198.2783, 199.2218, 200.1698, 201.1223, 202.0793, 203.0409, 204.0071, 204.9779], ""active_connections"": [308.6731, 308.6658, 308.6585, 308.6512, 308.6438, 308.6365, 308.6292, 308.6219, 308.6145, 308.6072], ""cache_miss_rate"": [0.65, 0.6501, 0.6502, 0.6503, 0.6504, 0.6505, 0.6506, 0.6507, 0.6508, 0.6509]}","{""p99_latency"": 1500.0, ""error_rate"": 0.5, ""cpu_utilization"": 90.0}"
ep_00016_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,238.0,linear,120,133.89,upstream_timeout_rate,0.3966,linear regression: R2=0.0966 -> fit_quality=0.0966; 120/20 history cycles -> data_quality=0.3000; total confidence=0.3966,True,"{""p99_latency"": 298.59, ""upstream_timeout_rate"": 133.89}","{""p99_latency"": 0.57182, ""upstream_timeout_rate"": 0.000328}","{""p99_latency"": 829.26, ""upstream_timeout_rate"": 0.4561, ""network_errors"": 17.0, ""rps"": 186.49, ""error_rate"": 0.3648}","{""p99_latency"": [843.5825, 844.7262, 845.8698, 847.0134, 848.1571, 849.3007, 850.4444, 851.588, 852.7316, 853.8753], ""upstream_timeout_rate"": [0.5079, 0.5085, 0.5092, 0.5099, 0.5105, 0.5112, 0.5118, 0.5125, 0.5131, 0.5138], ""network_errors"": [16.7629, 16.7814, 16.8, 16.8185, 16.837, 16.8555, 16.8741, 16.8926, 16.9111, 16.9297], ""rps"": [200.0694, 200.0381, 200.0069, 199.9756, 199.9444, 199.9132, 199.8819, 199.8507, 199.8194, 199.7882], ""error_rate"": [0.4063, 0.4068, 0.4073, 0.4079, 0.4084, 0.4089, 0.4094, 0.41, 0.4105, 0.411]}","{""p99_latency"": 1000.0, ""upstream_timeout_rate"": 0.5}"
ep_00017_BAD_DEPLOY,BAD_DEPLOY,238.0,linear,120,,,0.3945,linear regression: R2=0.0945 -> fit_quality=0.0945; 120/20 history cycles -> data_quality=0.3000; total confidence=0.3945,False,"{""error_rate"": null, ""http_5xx_rate"": null}","{""error_rate"": -0.0005, ""http_5xx_rate"": -0.0003}","{""error_rate"": 0.3006, ""http_5xx_rate"": 0.1804, ""http_4xx_rate"": 0.1202, ""network_errors"": 8.0, ""p99_latency"": 130.56}","{""error_rate"": [0.5257, 0.5247, 0.5237, 0.5227, 0.5217, 0.5207, 0.5197, 0.5187, 0.5177, 0.5167], ""http_5xx_rate"": [0.3154, 0.3148, 0.3142, 0.3136, 0.313, 0.3124, 0.3118, 0.3112, 0.3106, 0.31], ""http_4xx_rate"": [0.2103, 0.2099, 0.2095, 0.2091, 0.2087, 0.2083, 0.2079, 0.2075, 0.2071, 0.2067], ""network_errors"": [12.071, 12.0511, 12.0312, 12.0113, 11.9914, 11.9715, 11.9516, 11.9317, 11.9118, 11.8919], ""p99_latency"": [141.0855, 140.9556, 140.8258, 140.6959, 140.5661, 140.4362, 140.3064, 140.1765, 140.0467, 139.9168]}","{""error_rate"": 0.5, ""http_5xx_rate"": 0.4}"
ep_00018_RETRY_STORM,RETRY_STORM,238.0,exponential,120,0.0,rps,0.3001,exponential regression: log-space R2=0.0001 -> fit_quality=0.0001; 120/20 history cycles -> data_quality=0.3000; total confidence=0.3001,True,"{""retry_count_per_request"": null, ""error_rate"": 25052.5, ""rps"": 0.0}","{""retry_count_per_request"": -1.2e-05, ""error_rate"": 7e-06, ""rps"": 0.0}","{""retry_count_per_request"": 0.5605, ""error_rate"": 0.0678, ""rps"": 536.32, ""active_connections"": 220.0, ""http_5xx_rate"": 0.0221, ""p99_latency"": 186.73}","{""retry_count_per_request"": [0.6387, 0.6387, 0.6387, 0.6387, 0.6386, 0.6386, 0.6386, 0.6386, 0.6385, 0.6385], ""error_rate"": [0.0726, 0.0726, 0.0726, 0.0726, 0.0726, 0.0726, 0.0727, 0.0727, 0.0727, 0.0727], ""rps"": [585.1582, 585.1316, 585.1049, 585.0783, 585.0517, 585.025, 584.9984, 584.9718, 584.9451, 584.9185], ""active_connections"": [114.9252, 114.7481, 114.5713, 114.3948, 114.2186, 114.0426, 113.8669, 113.6914, 113.5162, 113.3413], ""http_5xx_rate"": [0.0248, 0.0249, 0.0249, 0.0249, 0.0249, 0.0249, 0.0249, 0.025, 0.025, 0.025], ""p99_latency"": [212.5042, 212.5602, 212.6163, 212.6724, 212.7286, 212.7847, 212.8408, 212.897, 212.9532, 213.0094]}","{""retry_count_per_request"": 2.0, ""error_rate"": 0.25, ""rps"": 500.0}"
ep_00019_RETRY_STORM,RETRY_STORM,238.0,exponential,120,0.0,rps,0.3232,exponential regression: log-space R2=0.0232 -> fit_quality=0.0232; 120/20 history cycles -> data_quality=0.3000; total confidence=0.3232,True,"{""retry_count_per_request"": null, ""error_rate"": null, ""rps"": 0.0}","{""retry_count_per_request"": -0.000245, ""error_rate"": -3.4e-05, ""rps"": 0.0}","{""retry_count_per_request"": 0.6439, ""error_rate"": 0.0662, ""rps"": 586.37, ""active_connections"": 128.0, ""http_5xx_rate"": 0.0201, ""p99_latency"": 212.31}","{""retry_count_per_request"": [0.6025, 0.602, 0.6016, 0.6011, 0.6006, 0.6001, 0.5996, 0.5991, 0.5986, 0.5981], ""error_rate"": [0.0694, 0.0694, 0.0693, 0.0692, 0.0692, 0.0691, 0.069, 0.069, 0.0689, 0.0688], ""rps"": [563.7616, 563.4603, 563.1592, 562.8583, 562.5575, 562.2568, 561.9564, 561.6561, 561.3559, 561.0559], ""active_connections"": [157.7448, 158.1215, 158.499, 158.8775, 159.2568, 159.6371, 160.0182, 160.4003, 160.7833, 161.1672], ""http_5xx_rate"": [0.0231, 0.0231, 0.0231, 0.023, 0.023, 0.023, 0.023, 0.023, 0.0229, 0.0229], ""p99_latency"": [212.2296, 212.258, 212.2865, 212.3149, 212.3433, 212.3718, 212.4002, 212.4287, 212.4571, 212.4856]}","{""retry_count_per_request"": 2.0, ""error_rate"": 0.25, ""rps"": 500.0}"
ep_00020_MEMORY_LEAK,MEMORY_LEAK,238.0,linear,120,6259.49,memory_utilization,0.7522,linear regression: R2=0.4522 -> fit_quality=0.4522; 120/20 history cycles -> data_quality=0.3000; total confidence=0.7522,True,"{""heap_mb"": 30254.44, ""memory_utilization"": 6259.49}","{""heap_mb"": 0.097576, ""memory_utilization"": 9.5e-05}","{""heap_mb"": 547.9, ""memory_utilization"": 0.3044, ""gc_pause_p99"": 23.15, ""error_rate"": 0.0111, ""rps"": 183.2}","{""heap_mb"": [560.9089, 561.1041, 561.2992, 561.4944, 561.6895, 561.8847, 562.0798, 562.275, 562.4701, 562.6653], ""memory_utilization"": [0.2834, 0.2836, 0.2838, 0.284, 0.2842, 0.2844, 0.2846, 0.2848, 0.2849, 0.2851], ""gc_pause_p99"": [34.64, 34.7032, 34.7664, 34.8296, 34.8927, 34.9559, 35.0191, 35.0823, 35.1454, 35.2086], ""error_rate"": [0.0115, 0.0115, 0.0116, 0.0116, 0.0116, 0.0117, 0.0117, 0.0117, 0.0117, 0.0118], ""rps"": [202.6331, 202.6712, 202.7094, 202.7476, 202.7858, 202.824, 202.8621, 202.9003, 202.9385, 202.9767]}","{""heap_mb"": 3500.0, ""memory_utilization"": 0.9}"
ep_00021_RETRY_STORM,RETRY_STORM,238.0,exponential,120,0.0,rps,0.3416,exponential regression: log-space R2=0.0416 -> fit_quality=0.0416; 120/20 history cycles -> data_quality=0.3000; total confidence=0.3416,True,"{""retry_count_per_request"": 4531.12, ""error_rate"": 9062.69, ""rps"": 0.0}","{""retry_count_per_request"": 0.000317, ""error_rate"": 2e-05, ""rps"": 0.0}","{""retry_count_per_request"": 0.5624, ""error_rate"": 0.066, ""rps"": 537.44, ""active_connections"": 55.0, ""http_5xx_rate"": 0.0274, ""p99_latency"": 223.43}","{""retry_count_per_request"": [0.6652, 0.6658, 0.6665, 0.6671, 0.6677, 0.6684, 0.669, 0.6696, 0.6703, 0.6709], ""error_rate"": [0.0745, 0.0745, 0.0745, 0.0746, 0.0746, 0.0747, 0.0747, 0.0748, 0.0748, 0.0748], ""rps"": [600.1286, 600.4901, 600.8517, 601.2135, 601.5756, 601.9379, 602.3004, 602.6631, 603.026, 603.3892], ""active_connections"": [103.8449, 103.4618, 103.0801, 102.6998, 102.321, 101.9435, 101.5674, 101.1927, 100.8194, 100.4475], ""http_5xx_rate"": [0.0248, 0.0248, 0.0248, 0.0248, 0.0248, 0.0248, 0.0248, 0.0249, 0.0249, 0.0249], ""p99_latency"": [223.3539, 223.5682, 223.7828, 223.9975, 224.2124, 224.4276, 224.6429, 224.8585, 225.0742, 225.2902]}","{""retry_count_per_request"": 2.0, ""error_rate"": 0.25, ""rps"": 500.0}"
ep_00022_RETRY_STORM,RETRY_STORM,238.0,exponential,120,0.0,rps,0.3276,exponential regression: log-space R2=0.0276 -> fit_quality=0.0276; 120/20 history cycles -> data_quality=0.3000; total confidence=0.3276,True,"{""retry_count_per_request"": null, ""error_rate"": null, ""rps"": 0.0}","{""retry_count_per_request"": -0.00025, ""error_rate"": -3.5e-05, ""rps"": 0.0}","{""retry_count_per_request"": 0.5458, ""error_rate"": 0.0613, ""rps"": 527.49, ""active_connections"": 163.0, ""http_5xx_rate"": 0.0187, ""p99_latency"": 127.23}","{""retry_count_per_request"": [0.5956, 0.5951, 0.5946, 0.5941, 0.5936, 0.5931, 0.5926, 0.5921, 0.5916, 0.5911], ""error_rate"": [0.0682, 0.0682, 0.0681, 0.068, 0.068, 0.0679, 0.0678, 0.0677, 0.0677, 0.0676], ""rps"": [559.1638, 558.8484, 558.5332, 558.2181, 557.9032, 557.5885, 557.2739, 556.9596, 556.6454, 556.3314], ""active_connections"": [160.6639, 161.0112, 161.3593, 161.7082, 162.0578, 162.4082, 162.7593, 163.1112, 163.4638, 163.8172], ""http_5xx_rate"": [0.0224, 0.0224, 0.0223, 0.0223, 0.0223, 0.0223, 0.0222, 0.0222, 0.0222, 0.0222], ""p99_latency"": [201.2239, 201.1354, 201.047, 200.9587, 200.8703, 200.782, 200.6938, 200.6056, 200.5174, 200.4293]}","{""retry_count_per_request"": 2.0, ""error_rate"": 0.25, ""rps"": 500.0}"
ep_00023_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,238.0,linear,120,0.0,upstream_timeout_rate,0.3,linear regression: R2=0.0000 -> fit_quality=0.0000; 120/20 history cycles -> data_quality=0.3000; total confidence=0.3000,True,"{""p99_latency"": 69350.5, ""upstream_timeout_rate"": 0.0}","{""p99_latency"": 0.002495, ""upstream_timeout_rate"": 0.0}","{""p99_latency"": 826.96, ""upstream_timeout_rate"": 0.502, ""network_errors"": 19.0, ""rps"": 194.09, ""error_rate"": 0.4016}","{""p99_latency"": [757.8379, 757.8429, 757.8479, 757.8529, 757.8579, 757.8629, 757.8679, 757.8729, 757.8778, 757.8828], ""upstream_timeout_rate"": [0.48, 0.4803, 0.4807, 0.481, 0.4813, 0.4816, 0.4819, 0.4822, 0.4826, 0.4829], ""network_errors"": [16.0329, 16.0416, 16.0503, 16.0589, 16.0676, 16.0763, 16.0849, 16.0936, 16.1023, 16.1109], ""rps"": [200.6138, 200.6171, 200.6204, 200.6237, 200.6269, 200.6302, 200.6335, 200.6367, 200.64, 200.6433], ""error_rate"": [0.384, 0.3843, 0.3845, 0.3848, 0.385, 0.3853, 0.3856, 0.3858, 0.3861, 0.3863]}","{""p99_latency"": 1000.0, ""upstream_timeout_rate"": 0.5}"
