episode_id,failure_mode,elapsed_s,algorithm_used,history_steps,time_to_failure,earliest_ttf_feature,forecast_confidence,confidence_reason,threshold_crossed,feature_ttfs_json,feature_slopes_json,current_values_json,predictions_json,critical_thresholds_json
ep_00013_BAD_DEPLOY,BAD_DEPLOY,238.0,pmdarima,120,3.99,error_rate,1.0,pmdarima auto_arima: noise_ratio=0.1429 -> fit_quality=0.7000; 120/20 history cycles -> data_quality=0.3000; total confidence=1.0000,True,"{""error_rate"": 3.99, ""http_5xx_rate"": 129.54}","{""error_rate"": 0.001328, ""http_5xx_rate"": 0.000797}","{""error_rate"": 0.4947, ""http_5xx_rate"": 0.2968, ""http_4xx_rate"": 0.1979, ""network_errors"": 10.0, ""p99_latency"": 123.76}","{""error_rate"": [0.5609, 0.6087, 0.6251, 0.6239, 0.6186, 0.6151, 0.614, 0.6141, 0.6146, 0.6148], ""http_5xx_rate"": [0.3365, 0.3652, 0.3751, 0.3744, 0.3712, 0.369, 0.3684, 0.3685, 0.3687, 0.3689], ""http_4xx_rate"": [0.2243, 0.2434, 0.25, 0.2496, 0.2474, 0.246, 0.2456, 0.2457, 0.2458, 0.2459], ""network_errors"": [10.099, 13.8688, 13.8688, 13.8688, 13.8688, 13.8688, 13.8688, 13.8688, 13.8688, 13.8688], ""p99_latency"": [123.732, 150.6187, 150.618, 150.6173, 150.6166, 150.6159, 150.6152, 150.6145, 150.6138, 150.6131]}","{""error_rate"": 0.5, ""http_5xx_rate"": 0.4}"
ep_00015_CASCADING_FAILURE,CASCADING_FAILURE,238.0,pmdarima,120,0.0,p99_latency,1.0,pmdarima auto_arima: noise_ratio=0.0455 -> fit_quality=0.7000; 120/20 history cycles -> data_quality=0.3000; total confidence=1.0000,True,"{""p99_latency"": 0.0, ""error_rate"": 0.0, ""cpu_utilization"": null}","{""p99_latency"": 0.0, ""error_rate"": 0.0, ""cpu_utilization"": -0.213039}","{""p99_latency"": 1651.95, ""error_rate"": 0.7038, ""cpu_utilization"": 89.51, ""db_p99"": 129.95, ""active_connections"": 288.0, ""cache_miss_rate"": 0.72}","{""p99_latency"": [1654.3483, 1592.2751, 1592.2751, 1592.2751, 1592.2751, 1592.2751, 1592.2751, 1592.2751, 1592.2751, 1592.2751], ""error_rate"": [0.695, 0.6424, 0.6424, 0.6424, 0.6424, 0.6424, 0.6424, 0.6424, 0.6424, 0.6424], ""cpu_utilization"": [90.0424, 89.608, 89.1757, 88.7455, 88.3174, 87.8913, 87.4673, 87.0454, 86.6255, 86.2076], ""db_p99"": [129.9504, 172.7651, 172.7651, 172.7651, 172.7651, 172.7651, 172.7651, 172.7651, 172.7651, 172.7651], ""active_connections"": [286.6789, 285.3521, 284.0315, 282.717, 281.4086, 280.1062, 278.8099, 277.5195, 276.2352, 274.9567], ""cache_miss_rate"": [0.7191, 0.7182, 0.7173, 0.7164, 0.7155, 0.7146, 0.7137, 0.7128, 0.7119, 0.711]}","{""p99_latency"": 1500.0, ""error_rate"": 0.5, ""cpu_utilization"": 90.0}"
ep_00016_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,238.0,pmdarima,120,86.54,upstream_timeout_rate,0.9285,pmdarima auto_arima: noise_ratio=0.1857 -> fit_quality=0.6285; 120/20 history cycles -> data_quality=0.3000; total confidence=0.9285,True,"{""p99_latency"": null, ""upstream_timeout_rate"": 86.54}","{""p99_latency"": 0.0, ""upstream_timeout_rate"": 0.000507}","{""p99_latency"": 829.26, ""upstream_timeout_rate"": 0.4561, ""network_errors"": 17.0, ""rps"": 186.49, ""error_rate"": 0.3648}","{""p99_latency"": [829.26, 829.26, 829.26, 829.26, 829.26, 829.26, 829.26, 829.26, 829.26, 829.26], ""upstream_timeout_rate"": [0.4502, 0.4688, 0.4688, 0.4688, 0.4688, 0.4688, 0.4688, 0.4688, 0.4688, 0.4688], ""network_errors"": [16.6877, 15.6714, 15.6714, 15.6714, 15.6714, 15.6714, 15.6714, 15.6714, 15.6714, 15.6714], ""rps"": [191.5429, 201.786, 201.786, 201.786, 201.786, 201.786, 201.786, 201.786, 201.786, 201.786], ""error_rate"": [0.3601, 0.375, 0.375, 0.375, 0.375, 0.375, 0.375, 0.375, 0.375, 0.375]}","{""p99_latency"": 1000.0, ""upstream_timeout_rate"": 0.5}"
ep_00017_BAD_DEPLOY,BAD_DEPLOY,238.0,pmdarima,120,35.01,error_rate,0.9566,pmdarima auto_arima: noise_ratio=0.1717 -> fit_quality=0.6566; 120/20 history cycles -> data_quality=0.3000; total confidence=0.9566,True,"{""error_rate"": 35.01, ""http_5xx_rate"": 64.48}","{""error_rate"": 0.005695, ""http_5xx_rate"": 0.003405}","{""error_rate"": 0.3006, ""http_5xx_rate"": 0.1804, ""http_4xx_rate"": 0.1202, ""network_errors"": 8.0, ""p99_latency"": 130.56}","{""error_rate"": [0.2889, 0.5094, 0.501, 0.5091, 0.5074, 0.5066, 0.5055, 0.5043, 0.5032, 0.502], ""http_5xx_rate"": [0.169, 0.306, 0.3053, 0.3046, 0.3039, 0.3032, 0.3025, 0.3018, 0.3011, 0.3004], ""http_4xx_rate"": [0.1125, 0.204, 0.2035, 0.203, 0.2026, 0.2021, 0.2016, 0.2012, 0.2007, 0.2002], ""network_errors"": [8.4477, 13.2305, 13.2305, 13.2305, 13.2305, 13.2305, 13.2305, 13.2305, 13.2305, 13.2305], ""p99_latency"": [132.0991, 148.744, 148.744, 148.744, 148.744, 148.744, 148.744, 148.744, 148.744, 148.744]}","{""error_rate"": 0.5, ""http_5xx_rate"": 0.4}"
ep_00018_RETRY_STORM,RETRY_STORM,238.0,pmdarima,120,0.0,rps,1.0,pmdarima auto_arima: noise_ratio=0.1291 -> fit_quality=0.7000; 120/20 history cycles -> data_quality=0.3000; total confidence=1.0000,True,"{""retry_count_per_request"": 606.69, ""error_rate"": 1043.85, ""rps"": 0.0}","{""retry_count_per_request"": 0.002373, ""error_rate"": 0.000175, ""rps"": 0.0}","{""retry_count_per_request"": 0.5605, ""error_rate"": 0.0678, ""rps"": 536.32, ""active_connections"": 220.0, ""http_5xx_rate"": 0.0221, ""p99_latency"": 186.73}","{""retry_count_per_request"": [0.5643, 0.6513, 0.6513, 0.6513, 0.6513, 0.6513, 0.6513, 0.6513, 0.6513, 0.6513], ""error_rate"": [0.0674, 0.0738, 0.0738, 0.0738, 0.0738, 0.0738, 0.0738, 0.0738, 0.0738, 0.0738], ""rps"": [538.6011, 590.7777, 590.7777, 590.7777, 590.7777, 590.7777, 590.7777, 590.7777, 590.7777, 590.7777], ""active_connections"": [172.1248, 139.0245, 130.8837, 135.4494, 141.1132, 143.623, 143.6139, 142.8347, 142.2987, 142.1681], ""http_5xx_rate"": [0.022, 0.0244, 0.0243, 0.0243, 0.0243, 0.0243, 0.0243, 0.0243, 0.0243, 0.0243], ""p99_latency"": [178.1609, 171.2195, 164.5485, 158.1375, 151.9762, 146.055, 140.3645, 134.8957, 129.64, 124.5891]}","{""retry_count_per_request"": 2.0, ""error_rate"": 0.25, ""rps"": 500.0}"
ep_00019_RETRY_STORM,RETRY_STORM,238.0,pmdarima,120,0.0,rps,1.0,pmdarima auto_arima: noise_ratio=0.1308 -> fit_quality=0.7000; 120/20 history cycles -> data_quality=0.3000; total confidence=1.0000,True,"{""retry_count_per_request"": null, ""error_rate"": 1086.99, ""rps"": 0.0}","{""retry_count_per_request"": -8.7e-05, ""error_rate"": 0.000169, ""rps"": 0.0}","{""retry_count_per_request"": 0.6439, ""error_rate"": 0.0662, ""rps"": 586.37, ""active_connections"": 128.0, ""http_5xx_rate"": 0.0201, ""p99_latency"": 212.31}","{""retry_count_per_request"": [0.6485, 0.6453, 0.6453, 0.6453, 0.6453, 0.6453, 0.6453, 0.6453, 0.6453, 0.6453], ""error_rate"": [0.0684, 0.0746, 0.0746, 0.0746, 0.0746, 0.0746, 0.0746, 0.0746, 0.0746, 0.0746], ""rps"": [586.2635, 581.5913, 581.5889, 581.5865, 581.5841, 581.5817, 581.5793, 581.5769, 581.5745, 581.5721], ""active_connections"": [124.4404, 150.9221, 150.9221, 150.9221, 150.9221, 150.9221, 150.9221, 150.9221, 150.9221, 150.9221], ""http_5xx_rate"": [0.0207, 0.0248, 0.0248, 0.0248, 0.0248, 0.0248, 0.0248, 0.0248, 0.0248, 0.0248], ""p99_latency"": [213.748, 214.701, 214.8565, 214.6441, 214.4518, 214.3947, 214.4205, 214.4565, 214.4719, 214.4701]}","{""retry_count_per_request"": 2.0, ""error_rate"": 0.25, ""rps"": 500.0}"
ep_00020_MEMORY_LEAK,MEMORY_LEAK,238.0,pmdarima,120,,,1.0,pmdarima auto_arima: noise_ratio=0.0909 -> fit_quality=0.7000; 120/20 history cycles -> data_quality=0.3000; total confidence=1.0000,False,"{""heap_mb"": null, ""memory_utilization"": null}","{""heap_mb"": -0.0, ""memory_utilization"": -0.000799}","{""heap_mb"": 547.9, ""memory_utilization"": 0.3044, ""gc_pause_p99"": 23.15, ""error_rate"": 0.0111, ""rps"": 183.2}","{""heap_mb"": [547.9, 547.9, 547.9, 547.9, 547.9, 547.9, 547.9, 547.9, 547.9, 547.9], ""memory_utilization"": [0.3016, 0.2723, 0.2723, 0.2723, 0.2723, 0.2723, 0.2723, 0.2723, 0.2723, 0.2723], ""gc_pause_p99"": [23.15, 23.15, 23.15, 23.15, 23.15, 23.15, 23.15, 23.15, 23.15, 23.15], ""error_rate"": [0.0102, 0.0097, 0.0097, 0.0097, 0.0097, 0.0097, 0.0097, 0.0097, 0.0097, 0.0097], ""rps"": [176.0919, 173.3953, 170.74, 168.1253, 165.5507, 163.0156, 160.5192, 158.0611, 155.6406, 153.2572]}","{""heap_mb"": 3500.0, ""memory_utilization"": 0.9}"
ep_00021_RETRY_STORM,RETRY_STORM,238.0,pmdarima,120,0.0,rps,1.0,pmdarima auto_arima: noise_ratio=0.1132 -> fit_quality=0.7000; 120/20 history cycles -> data_quality=0.3000; total confidence=1.0000,True,"{""retry_count_per_request"": 674.93, ""error_rate"": 977.78, ""rps"": 0.0}","{""retry_count_per_request"": 0.00213, ""error_rate"": 0.000188, ""rps"": 0.0}","{""retry_count_per_request"": 0.5624, ""error_rate"": 0.066, ""rps"": 537.44, ""active_connections"": 55.0, ""http_5xx_rate"": 0.0274, ""p99_latency"": 223.43}","{""retry_count_per_request"": [0.557, 0.6351, 0.6351, 0.6351, 0.6351, 0.6351, 0.6351, 0.6351, 0.6351, 0.6351], ""error_rate"": [0.0658, 0.0727, 0.0727, 0.0727, 0.0727, 0.0727, 0.0727, 0.0727, 0.0727, 0.0727], ""rps"": [510.8548, 517.8914, 508.4307, 507.1347, 501.8675, 498.6005, 494.3949, 490.6965, 486.7935, 483.0358], ""active_connections"": [55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0], ""http_5xx_rate"": [0.0274, 0.0246, 0.0246, 0.0246, 0.0246, 0.0246, 0.0246, 0.0246, 0.0246, 0.0246], ""p99_latency"": [220.6573, 213.5929, 213.5929, 213.5929, 213.5929, 213.5929, 213.5929, 213.5929, 213.5929, 213.5929]}","{""retry_count_per_request"": 2.0, ""error_rate"": 0.25, ""rps"": 500.0}"
ep_00022_RETRY_STORM,RETRY_STORM,238.0,pmdarima,120,0.0,rps,1.0,pmdarima auto_arima: noise_ratio=0.1270 -> fit_quality=0.7000; 120/20 history cycles -> data_quality=0.3000; total confidence=1.0000,True,"{""retry_count_per_request"": 610.08, ""error_rate"": 606.93, ""rps"": 0.0}","{""retry_count_per_request"": 0.002384, ""error_rate"": 0.000311, ""rps"": 0.0}","{""retry_count_per_request"": 0.5458, ""error_rate"": 0.0613, ""rps"": 527.49, ""active_connections"": 163.0, ""http_5xx_rate"": 0.0187, ""p99_latency"": 127.23}","{""retry_count_per_request"": [0.5487, 0.6361, 0.6361, 0.6361, 0.6361, 0.6361, 0.6361, 0.6361, 0.6361, 0.6361], ""error_rate"": [0.0623, 0.0737, 0.0737, 0.0737, 0.0737, 0.0737, 0.0737, 0.0737, 0.0737, 0.0737], ""rps"": [529.1101, 581.6273, 581.6273, 581.6273, 581.6273, 581.6273, 581.6273, 581.6273, 581.6273, 581.6273], ""active_connections"": [160.1107, 158.0821, 157.5327, 157.7612, 158.088, 158.2482, 158.2618, 158.2228, 158.1913, 158.181], ""http_5xx_rate"": [0.0193, 0.0241, 0.0241, 0.0241, 0.0241, 0.0241, 0.0241, 0.0241, 0.0241, 0.0241], ""p99_latency"": [173.1427, 206.7344, 217.9483, 216.3758, 211.9614, 209.1894, 208.4461, 208.7091, 209.1178, 209.3403]}","{""retry_count_per_request"": 2.0, ""error_rate"": 0.25, ""rps"": 500.0}"
ep_00023_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,238.0,pmdarima,120,0.0,upstream_timeout_rate,1.0,pmdarima auto_arima: noise_ratio=0.1335 -> fit_quality=0.7000; 120/20 history cycles -> data_quality=0.3000; total confidence=1.0000,True,"{""p99_latency"": null, ""upstream_timeout_rate"": 0.0}","{""p99_latency"": -1.988313, ""upstream_timeout_rate"": 0.0}","{""p99_latency"": 826.96, ""upstream_timeout_rate"": 0.502, ""network_errors"": 19.0, ""rps"": 194.09, ""error_rate"": 0.4016}","{""p99_latency"": [805.109, 778.2167, 766.0983, 760.6374, 758.1766, 757.0677, 756.5679, 756.3428, 756.2413, 756.1956], ""upstream_timeout_rate"": [0.4822, 0.4673, 0.4608, 0.4595, 0.4601, 0.4608, 0.4613, 0.4614, 0.4614, 0.4614], ""network_errors"": [17.2369, 15.9199, 15.3881, 15.3285, 15.4202, 15.5041, 15.5432, 15.5509, 15.5466, 15.5415], ""rps"": [193.1196, 192.1331, 191.1516, 190.1752, 189.2038, 188.2373, 187.2758, 186.3192, 185.3674, 184.4205], ""error_rate"": [0.3858, 0.3738, 0.3686, 0.3676, 0.3681, 0.3687, 0.369, 0.3691, 0.3691, 0.3691]}","{""p99_latency"": 1000.0, ""upstream_timeout_rate"": 0.5}"
