episode_id,failure_mode,elapsed_s,preliminary_severity,forecast_confidence,time_to_failure,earliest_ttf_feature,impact_band,urgency_band,gate_passed,candidate_severity,revised_severity,is_escalated,is_deescalated,dwell_count,reason
ep_00013_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,238.0,P1,0.3104,0.0,upstream_timeout_rate,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=0.0s, conf=0.31, gate=FAIL) -> candidate=P2, revised=P2"
ep_00014_MEMORY_LEAK,MEMORY_LEAK,238.0,P2,1.0,8105.31,memory_utilization,High,Distant,True,P2,P2,False,False,0,"Impact=High (P2), Urgency=Distant (ttf=8105.31s, conf=1.00, gate=PASS) -> candidate=P2, revised=P2"
ep_00015_BAD_DEPLOY,BAD_DEPLOY,238.0,P1,0.3079,0.0,error_rate,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=0.0s, conf=0.31, gate=FAIL) -> candidate=P2, revised=P2"
ep_00016_MEMORY_LEAK,MEMORY_LEAK,238.0,P2,1.0,5865.63,memory_utilization,High,Distant,True,P2,P2,False,False,0,"Impact=High (P2), Urgency=Distant (ttf=5865.63s, conf=1.00, gate=PASS) -> candidate=P2, revised=P2"
ep_00017_DB_SLOWDOWN,DB_SLOWDOWN,238.0,P2,1.0,0.0,db_connection_wait,High,Imminent,True,P1,P1,False,False,0,"Impact=High (P2), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00018_CASCADING_FAILURE,CASCADING_FAILURE,238.0,P1,0.4482,0.0,p99_latency,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=0.0s, conf=0.45, gate=FAIL) -> candidate=P2, revised=P2"
ep_00019_CACHE_STAMPEDE,CACHE_STAMPEDE,238.0,P1,0.3139,0.0,cache_miss_rate,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=0.0s, conf=0.31, gate=FAIL) -> candidate=P2, revised=P2"
ep_00020_DISK_IO_SATURATION,DISK_IO_SATURATION,238.0,P1,0.3002,4497.81,queue_lag,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=4497.81s, conf=0.30, gate=FAIL) -> candidate=P2, revised=P2"
ep_00021_LATENCY_SPIKE,LATENCY_SPIKE,238.0,P3,0.325,,,Moderate,Distant,False,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=nans, conf=0.33, gate=FAIL) -> candidate=P3, revised=P3"
ep_00022_RETRY_STORM,RETRY_STORM,238.0,P1,0.3032,0.0,rps,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=0.0s, conf=0.30, gate=FAIL) -> candidate=P2, revised=P2"
ep_00023_MEMORY_LEAK,MEMORY_LEAK,238.0,P2,1.0,6142.29,memory_utilization,High,Distant,True,P2,P2,False,False,0,"Impact=High (P2), Urgency=Distant (ttf=6142.29s, conf=1.00, gate=PASS) -> candidate=P2, revised=P2"
ep_00024_CASCADING_FAILURE,CASCADING_FAILURE,238.0,P1,0.5489,0.0,p99_latency,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=0.0s, conf=0.55, gate=FAIL) -> candidate=P2, revised=P2"
ep_00026_CPU_SATURATION,CPU_SATURATION,238.0,P1,0.3009,,,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=nans, conf=0.30, gate=FAIL) -> candidate=P2, revised=P2"
ep_00027_DISK_IO_SATURATION,DISK_IO_SATURATION,238.0,P1,0.3041,74946.77,queue_lag,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=74946.77s, conf=0.30, gate=FAIL) -> candidate=P2, revised=P2"
ep_00028_LATENCY_SPIKE,LATENCY_SPIKE,238.0,P3,0.301,,,Moderate,Distant,False,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=nans, conf=0.30, gate=FAIL) -> candidate=P3, revised=P3"
ep_00029_DISK_IO_SATURATION,DISK_IO_SATURATION,238.0,P1,0.3034,5225.78,queue_lag,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=5225.78s, conf=0.30, gate=FAIL) -> candidate=P2, revised=P2"
ep_00030_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,238.0,P1,0.337,0.0,upstream_timeout_rate,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=0.0s, conf=0.34, gate=FAIL) -> candidate=P2, revised=P2"
ep_00031_LATENCY_SPIKE,LATENCY_SPIKE,238.0,P3,0.3006,28598.8,p95_latency,Moderate,Distant,False,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=28598.8s, conf=0.30, gate=FAIL) -> candidate=P3, revised=P3"
ep_00032_BAD_DEPLOY,BAD_DEPLOY,238.0,P1,0.3014,0.0,error_rate,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=0.0s, conf=0.30, gate=FAIL) -> candidate=P2, revised=P2"
ep_00033_ERROR_STORM,ERROR_STORM,238.0,P1,0.3004,,,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=nans, conf=0.30, gate=FAIL) -> candidate=P2, revised=P2"
ep_00034_BAD_DEPLOY,BAD_DEPLOY,238.0,P1,0.3021,0.0,error_rate,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=0.0s, conf=0.30, gate=FAIL) -> candidate=P2, revised=P2"
ep_00036_CASCADING_FAILURE,CASCADING_FAILURE,238.0,P1,0.3715,2.37,error_rate,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=2.37s, conf=0.37, gate=FAIL) -> candidate=P2, revised=P2"
ep_00037_DB_SLOWDOWN,DB_SLOWDOWN,238.0,P2,1.0,0.0,db_connection_wait,High,Imminent,True,P1,P1,False,False,0,"Impact=High (P2), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00038_MEMORY_LEAK,MEMORY_LEAK,238.0,P2,1.0,13958.74,heap_mb,High,Distant,True,P2,P2,False,False,0,"Impact=High (P2), Urgency=Distant (ttf=13958.74s, conf=1.00, gate=PASS) -> candidate=P2, revised=P2"
ep_00039_QUEUE_BACKUP,QUEUE_BACKUP,238.0,P1,1.0,0.0,thread_pool_queue,High,Imminent,True,P1,P1,False,False,0,"Impact=High (P1), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00040_RETRY_STORM,RETRY_STORM,238.0,P1,0.3646,0.0,rps,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=0.0s, conf=0.36, gate=FAIL) -> candidate=P2, revised=P2"
ep_00041_DISK_IO_SATURATION,DISK_IO_SATURATION,238.0,P1,0.3037,2746.63,queue_lag,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=2746.63s, conf=0.30, gate=FAIL) -> candidate=P2, revised=P2"
ep_00042_MEMORY_LEAK,MEMORY_LEAK,238.0,P2,1.0,5285.4,memory_utilization,High,Distant,True,P2,P2,False,False,0,"Impact=High (P2), Urgency=Distant (ttf=5285.4s, conf=1.00, gate=PASS) -> candidate=P2, revised=P2"
ep_00043_DB_SLOWDOWN,DB_SLOWDOWN,238.0,P2,1.0,0.0,db_connection_wait,High,Imminent,True,P1,P1,False,False,0,"Impact=High (P2), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00044_LATENCY_SPIKE,LATENCY_SPIKE,238.0,P3,0.3106,6168.22,p99_latency,Moderate,Distant,False,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=6168.22s, conf=0.31, gate=FAIL) -> candidate=P3, revised=P3"
ep_00045_DB_SLOWDOWN,DB_SLOWDOWN,238.0,P2,1.0,0.0,db_connection_wait,High,Imminent,True,P1,P1,False,False,0,"Impact=High (P2), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00046_CPU_SATURATION,CPU_SATURATION,238.0,P1,0.313,,,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=nans, conf=0.31, gate=FAIL) -> candidate=P2, revised=P2"
ep_00047_RETRY_STORM,RETRY_STORM,238.0,P1,0.3274,0.0,rps,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=0.0s, conf=0.33, gate=FAIL) -> candidate=P2, revised=P2"
ep_00048_DB_SLOWDOWN,DB_SLOWDOWN,238.0,P2,1.0,0.0,db_connection_wait,High,Imminent,True,P1,P1,False,False,0,"Impact=High (P2), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00049_CACHE_STAMPEDE,CACHE_STAMPEDE,238.0,P1,0.3221,0.0,cache_miss_rate,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=0.0s, conf=0.32, gate=FAIL) -> candidate=P2, revised=P2"
ep_00050_RETRY_STORM,RETRY_STORM,238.0,P1,0.3015,0.0,rps,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=0.0s, conf=0.30, gate=FAIL) -> candidate=P2, revised=P2"
ep_00051_DISK_IO_SATURATION,DISK_IO_SATURATION,238.0,P1,0.312,18654.35,disk_write_latency,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=18654.35s, conf=0.31, gate=FAIL) -> candidate=P2, revised=P2"
ep_00054_CPU_SATURATION,CPU_SATURATION,238.0,P1,0.3028,1406.5,cpu_saturation,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=1406.5s, conf=0.30, gate=FAIL) -> candidate=P2, revised=P2"
ep_00055_BAD_DEPLOY,BAD_DEPLOY,238.0,P1,0.3005,0.0,error_rate,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=0.0s, conf=0.30, gate=FAIL) -> candidate=P2, revised=P2"
ep_00056_LATENCY_SPIKE,LATENCY_SPIKE,238.0,P3,0.3119,,,Moderate,Distant,False,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=nans, conf=0.31, gate=FAIL) -> candidate=P3, revised=P3"
ep_00057_CACHE_STAMPEDE,CACHE_STAMPEDE,238.0,P1,0.3,0.0,cache_miss_rate,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=0.0s, conf=0.30, gate=FAIL) -> candidate=P2, revised=P2"
ep_00058_RETRY_STORM,RETRY_STORM,238.0,P1,0.3369,0.0,rps,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=0.0s, conf=0.34, gate=FAIL) -> candidate=P2, revised=P2"
ep_00059_DB_SLOWDOWN,DB_SLOWDOWN,238.0,P2,1.0,0.0,db_connection_wait,High,Imminent,True,P1,P1,False,False,0,"Impact=High (P2), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00060_QUEUE_BACKUP,QUEUE_BACKUP,238.0,P1,1.0,0.0,thread_pool_queue,High,Imminent,True,P1,P1,False,False,0,"Impact=High (P1), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00061_DB_SLOWDOWN,DB_SLOWDOWN,238.0,P2,1.0,0.0,db_connection_wait,High,Imminent,True,P1,P1,False,False,0,"Impact=High (P2), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00062_CPU_SATURATION,CPU_SATURATION,238.0,P1,0.3096,,,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=nans, conf=0.31, gate=FAIL) -> candidate=P2, revised=P2"
ep_00063_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,238.0,P1,0.3029,0.0,upstream_timeout_rate,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=0.0s, conf=0.30, gate=FAIL) -> candidate=P2, revised=P2"
ep_00064_CASCADING_FAILURE,CASCADING_FAILURE,238.0,P1,0.4188,0.0,p99_latency,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=0.0s, conf=0.42, gate=FAIL) -> candidate=P2, revised=P2"
ep_00065_DB_SLOWDOWN,DB_SLOWDOWN,238.0,P2,1.0,0.0,db_connection_wait,High,Imminent,True,P1,P1,False,False,0,"Impact=High (P2), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00066_CACHE_STAMPEDE,CACHE_STAMPEDE,238.0,P1,0.3048,0.0,cache_miss_rate,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=0.0s, conf=0.30, gate=FAIL) -> candidate=P2, revised=P2"
ep_00067_LATENCY_SPIKE,LATENCY_SPIKE,238.0,P3,0.3011,15514.26,p99_latency,Moderate,Distant,False,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=15514.26s, conf=0.30, gate=FAIL) -> candidate=P3, revised=P3"
ep_00068_CASCADING_FAILURE,CASCADING_FAILURE,238.0,P1,0.4651,0.0,p99_latency,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=0.0s, conf=0.47, gate=FAIL) -> candidate=P2, revised=P2"
ep_00069_BAD_DEPLOY,BAD_DEPLOY,238.0,P1,0.3004,0.0,error_rate,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=0.0s, conf=0.30, gate=FAIL) -> candidate=P2, revised=P2"
ep_00070_DISK_IO_SATURATION,DISK_IO_SATURATION,238.0,P1,0.315,9914.3,disk_read_latency,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=9914.3s, conf=0.32, gate=FAIL) -> candidate=P2, revised=P2"
ep_00071_CPU_SATURATION,CPU_SATURATION,238.0,P1,0.3007,0.0,cpu_utilization,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=0.0s, conf=0.30, gate=FAIL) -> candidate=P2, revised=P2"
ep_00072_LATENCY_SPIKE,LATENCY_SPIKE,238.0,P3,0.3043,,,Moderate,Distant,False,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=nans, conf=0.30, gate=FAIL) -> candidate=P3, revised=P3"
ep_00073_MEMORY_LEAK,MEMORY_LEAK,238.0,P2,1.0,6280.0,memory_utilization,High,Distant,True,P2,P2,False,False,0,"Impact=High (P2), Urgency=Distant (ttf=6280.0s, conf=1.00, gate=PASS) -> candidate=P2, revised=P2"
ep_00074_LATENCY_SPIKE,LATENCY_SPIKE,238.0,P3,0.3142,,,Moderate,Distant,False,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=nans, conf=0.31, gate=FAIL) -> candidate=P3, revised=P3"
ep_00075_DB_SLOWDOWN,DB_SLOWDOWN,238.0,P2,1.0,0.0,db_connection_wait,High,Imminent,True,P1,P1,False,False,0,"Impact=High (P2), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00076_MEMORY_LEAK,MEMORY_LEAK,238.0,P2,1.0,4427.69,memory_utilization,High,Distant,True,P2,P2,False,False,0,"Impact=High (P2), Urgency=Distant (ttf=4427.69s, conf=1.00, gate=PASS) -> candidate=P2, revised=P2"
ep_00077_LATENCY_SPIKE,LATENCY_SPIKE,238.0,P3,0.3078,5026.69,p95_latency,Moderate,Distant,False,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=5026.69s, conf=0.31, gate=FAIL) -> candidate=P3, revised=P3"
ep_00078_DISK_IO_SATURATION,DISK_IO_SATURATION,238.0,P1,0.3255,1035500.4,iops_utilization,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=1035500.4s, conf=0.33, gate=FAIL) -> candidate=P2, revised=P2"
ep_00079_DB_SLOWDOWN,DB_SLOWDOWN,238.0,P2,1.0,0.0,db_connection_wait,High,Imminent,True,P1,P1,False,False,0,"Impact=High (P2), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00080_LATENCY_SPIKE,LATENCY_SPIKE,238.0,P3,0.3078,2723.46,p95_latency,Moderate,Distant,False,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=2723.46s, conf=0.31, gate=FAIL) -> candidate=P3, revised=P3"
ep_00081_RETRY_STORM,RETRY_STORM,238.0,P1,0.3,0.0,rps,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=0.0s, conf=0.30, gate=FAIL) -> candidate=P2, revised=P2"
ep_00082_CASCADING_FAILURE,CASCADING_FAILURE,238.0,P1,0.3711,0.0,p99_latency,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=0.0s, conf=0.37, gate=FAIL) -> candidate=P2, revised=P2"
ep_00083_QUEUE_BACKUP,QUEUE_BACKUP,238.0,P1,1.0,0.0,thread_pool_queue,High,Imminent,True,P1,P1,False,False,0,"Impact=High (P1), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00084_LATENCY_SPIKE,LATENCY_SPIKE,238.0,P2,0.3088,3117.74,p95_latency,High,Distant,False,P2,P2,False,False,0,"Impact=High (P2), Urgency=Distant (ttf=3117.74s, conf=0.31, gate=FAIL) -> candidate=P2, revised=P2"
ep_00085_DB_SLOWDOWN,DB_SLOWDOWN,238.0,P2,1.0,0.0,db_connection_wait,High,Imminent,True,P1,P1,False,False,0,"Impact=High (P2), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00086_BAD_DEPLOY,BAD_DEPLOY,238.0,P1,0.3007,0.0,error_rate,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=0.0s, conf=0.30, gate=FAIL) -> candidate=P2, revised=P2"
ep_00087_CASCADING_FAILURE,CASCADING_FAILURE,238.0,P1,0.3982,0.0,error_rate,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=0.0s, conf=0.40, gate=FAIL) -> candidate=P2, revised=P2"
ep_00088_ERROR_STORM,ERROR_STORM,238.0,P1,0.3071,,,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=nans, conf=0.31, gate=FAIL) -> candidate=P2, revised=P2"
ep_00089_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,238.0,P1,0.3141,802.42,upstream_timeout_rate,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=802.42s, conf=0.31, gate=FAIL) -> candidate=P2, revised=P2"
ep_00090_QUEUE_BACKUP,QUEUE_BACKUP,238.0,P1,1.0,0.0,thread_pool_queue,High,Imminent,True,P1,P1,False,False,0,"Impact=High (P1), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00091_CASCADING_FAILURE,CASCADING_FAILURE,238.0,P1,0.4283,0.0,p99_latency,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=0.0s, conf=0.43, gate=FAIL) -> candidate=P2, revised=P2"
ep_00092_QUEUE_BACKUP,QUEUE_BACKUP,238.0,P1,1.0,0.0,thread_pool_queue,High,Imminent,True,P1,P1,False,False,0,"Impact=High (P1), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00094_CPU_SATURATION,CPU_SATURATION,238.0,P1,0.3156,,,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=nans, conf=0.32, gate=FAIL) -> candidate=P2, revised=P2"
ep_00095_DB_SLOWDOWN,DB_SLOWDOWN,238.0,P2,1.0,0.0,db_connection_wait,High,Imminent,True,P1,P1,False,False,0,"Impact=High (P2), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00096_DISK_IO_SATURATION,DISK_IO_SATURATION,238.0,P1,0.3045,3062.5,disk_write_latency,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=3062.5s, conf=0.30, gate=FAIL) -> candidate=P2, revised=P2"
ep_00097_BAD_DEPLOY,BAD_DEPLOY,238.0,P1,0.3023,0.0,error_rate,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=0.0s, conf=0.30, gate=FAIL) -> candidate=P2, revised=P2"
ep_00098_CPU_SATURATION,CPU_SATURATION,238.0,P1,0.3132,,,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=nans, conf=0.31, gate=FAIL) -> candidate=P2, revised=P2"
ep_00099_CPU_SATURATION,CPU_SATURATION,238.0,P1,0.3,52762.71,cpu_utilization,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=52762.71s, conf=0.30, gate=FAIL) -> candidate=P2, revised=P2"
ep_00100_CPU_SATURATION,CPU_SATURATION,238.0,P1,0.301,,,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=nans, conf=0.30, gate=FAIL) -> candidate=P2, revised=P2"
ep_00101_LATENCY_SPIKE,LATENCY_SPIKE,238.0,P3,0.3073,20522.99,p95_latency,Moderate,Distant,False,P3,P3,False,False,0,"Impact=Moderate (P3), Urgency=Distant (ttf=20522.99s, conf=0.31, gate=FAIL) -> candidate=P3, revised=P3"
ep_00103_CPU_SATURATION,CPU_SATURATION,238.0,P1,0.3133,,,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=nans, conf=0.31, gate=FAIL) -> candidate=P2, revised=P2"
ep_00104_CPU_SATURATION,CPU_SATURATION,238.0,P1,0.3024,,,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=nans, conf=0.30, gate=FAIL) -> candidate=P2, revised=P2"
ep_00105_DISK_IO_SATURATION,DISK_IO_SATURATION,238.0,P1,0.3195,6214.39,queue_lag,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=6214.39s, conf=0.32, gate=FAIL) -> candidate=P2, revised=P2"
ep_00106_CASCADING_FAILURE,CASCADING_FAILURE,238.0,P1,0.4269,0.0,error_rate,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=0.0s, conf=0.43, gate=FAIL) -> candidate=P2, revised=P2"
ep_00107_BAD_DEPLOY,BAD_DEPLOY,238.0,P1,0.3045,,,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=nans, conf=0.30, gate=FAIL) -> candidate=P2, revised=P2"
ep_00109_BAD_DEPLOY,BAD_DEPLOY,238.0,P1,0.3,0.0,error_rate,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=0.0s, conf=0.30, gate=FAIL) -> candidate=P2, revised=P2"
ep_00110_MEMORY_LEAK,MEMORY_LEAK,238.0,P2,1.0,5286.02,memory_utilization,High,Distant,True,P2,P2,False,False,0,"Impact=High (P2), Urgency=Distant (ttf=5286.02s, conf=1.00, gate=PASS) -> candidate=P2, revised=P2"
ep_00111_DB_SLOWDOWN,DB_SLOWDOWN,238.0,P2,1.0,0.0,db_connection_wait,High,Imminent,True,P1,P1,False,False,0,"Impact=High (P2), Urgency=Imminent (ttf=0.0s, conf=1.00, gate=PASS) -> candidate=P1, revised=P1"
ep_00112_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,238.0,P1,0.3021,,,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=nans, conf=0.30, gate=FAIL) -> candidate=P2, revised=P2"
ep_00113_CACHE_STAMPEDE,CACHE_STAMPEDE,238.0,P1,0.307,0.0,cache_miss_rate,High,Distant,False,P2,P2,False,False,0,"Impact=High (P1), Urgency=Distant (ttf=0.0s, conf=0.31, gate=FAIL) -> candidate=P2, revised=P2"
